"qiitaID","run_prefix"
"13722.58cfa82ee4b0c9d6adf6a7d6","G23064.TCGA_CR_6472_01A_11D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6a81a","G23062.TCGA_BA_4077_01B_01D_2268_08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6a90c","G23064.TCGA_CR_6472_10A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6a9c4","G23076.TCGA_CV_5443_01A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6a995","G23063.TCGA_CR_7385_10A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6a9c8","G23072.TCGA_BB_4225_10A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6aa04","G25250.TCGA-CR-6470-01A-11D-2334-08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6aa06","G23074.TCGA_CN_4741_01A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6aa3a","G23069.TCGA_CR_6480_10A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6aa32","G23081.TCGA_CV_6961_11A_01D_2268_08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6aa44","G25251.TCGA-CR-7404-01A-11D-2334-08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6aa3c","G23081.TCGA_CV_6961_01A_21D_2268_08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6aa2e","G25252.TCGA-CV-7416-11A-01D-2334-08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6aa5c","G23074.TCGA_CN_4741_10A_01D_2268_08.3.filtered."
"13722.58cfa82ee4b0c9d6adf6aa50","G23069.TCGA_CR_6480_01A_11D_2268_08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6aad0","G25251.TCGA-CR-7404-10A-01D-2334-08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6ab78","G23065.TCGA_BA_5153_10A_01D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6ab02","G23071.TCGA_CV_7100_01A_11D_2268_08.1.filtered."
"13722.58cfa82ee4b0c9d6adf6abac","G25250.TCGA-CR-6470-10A-01D-2334-08.1.filtered."
"13722.58cfa830e4b0c9d6adf6c140","TCGA-BA-6872-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa830e4b0c9d6adf6c14d","TCGA-BA-5556-01A-01D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa830e4b0c9d6adf6c15e","TCGA-BA-6869-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa830e4b0c9d6adf6c22e","TCGA-BA-5149-01A-01D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c612","TCGA-CQ-6228-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c630","TCGA-CN-4737-01A-01D-2266-10_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c6b9","TCGA-CQ-6225-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c706","TCGA-CV-5431-01A-01D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c66a","TCGA-CR-7382-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c7ba","TCGA-CN-6011-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c6c6","TCGA-CV-5432-01A-02D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c7be","TCGA-CV-6956-01A-21D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c6b0","TCGA-CR-6491-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c8e4","TCGA-CX-7086-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c8fe","TCGA-CN-6994-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c954","TCGA-DQ-5629-01A-01D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c8f4","TCGA-CV-7432-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6c8ca","TCGA-CV-5973-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6cae4","TCGA-DQ-5625-01A-01D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa831e4b0c9d6adf6ca63","TCGA-CN-6989-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa832e4b0c9d6adf6d17e","TCGA-HD-7753-01A-11D-A32X-10_wgs_Illumina.filtered."
"13722.58cfa830e4b0c9d6adf6c164","TCGA-BA-5151-01A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_3_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c21a","TCGA-BA-5153-01A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c604","TCGA-CQ-5330-01A-01D-1681_120425_SN1222_0100_BD0T1VACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c678","TCGA-CQ-5325-01A-01D-1681_120425_SN1222_0100_BD0T1VACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6d4","TCGA-CQ-5327-10A-01D-1681_120425_SN1222_0100_BD0T1VACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c794","TCGA-CN-6017-01A-11D-1681_120425_SN1222_0099_AC0JCEACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7ac","TCGA-D6-6827-01A-11D-1911_120518_SN1120_0143_BC0VN6ACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7ce","TCGA-CV-7434-01A-11D-2317_120730_SN1222_0141_BC115GACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c876","TCGA-D6-6826-01A-11D-1911_120518_SN1120_0143_BC0VN6ACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7bc","TCGA-CN-6019-01A-11D-1681_120425_SN1222_0099_AC0JCEACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c866","TCGA-D6-6823-01A-11D-1911_120518_SN1120_0143_BC0VN6ACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6ca60","TCGA-CN-6013-01A-11D-1681_120425_SN1222_0099_AC0JCEACXX_s_1_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c15c","TCGA-BA-4075-10A-01D-1431_120310_SN590_0145_BD0RGYACXX_s_4_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c1a7","TCGA-BA-5153-10A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_6_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c1e0","TCGA-BA-5151-10A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_4_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c222","TCGA-BA-4078-10A-01D-1431_120423_SN590_0154_AC0JBHACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c498","TCGA-CN-4722-01A-01D-1431_120423_SN590_0153_BC0KJ3ACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c424","TCGA-CN-4725-01A-01D-1431_120504_SN590_0155_AC0KTHACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c514","TCGA-CN-4735-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c57e","TCGA-CN-4729-01A-01D-1431_120513_SN590_0157_AD0PU3ACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c5fe","TCGA-CQ-5330-10A-01D-1681_120425_SN1222_0100_BD0T1VACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c651","TCGA-CN-4736-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c741","TCGA-CV-7247-01A-11D-2317_120730_SN1222_0140_AC11GKACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c830","TCGA-CV-7407-01A-11D-2317_120710_SN590_0166_AC0VNFACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7d2","TCGA-CV-6951-11A-01D-1911_120526_SN208_0303_BD12PWACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c538","TCGA-CN-4730-10A-01D-1431_120513_SN590_0157_AD0PU3ACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c722","TCGA-CV-6938-11A-01D-1911_120526_SN208_0303_BD12PWACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c788","TCGA-CV-7183-10A-01D-2317_120710_SN590_0166_AC0VNFACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c874","TCGA-CV-6933-11A-01D-1911_120526_SN208_0303_BD12PWACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c71a","TCGA-CV-6954-11A-01D-1911_120526_SN208_0303_BD12PWACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c86c","TCGA-CV-6952-11A-01D-1911_120526_SN208_0303_BD12PWACXX_s_5_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c1fa","TCGA-BA-5559-01A-01D-1509_120420_SN1120_0135_BD0T5FACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c629","TCGA-CQ-6219-10A-01D-1911_120504_SN1222_0101_AC0UMDACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6b3","TCGA-CV-5966-10A-01D-1868_120427_SN208_0288_BD0RWBACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c67c","TCGA-CN-4739-01A-02D-1509_120420_SN1120_0135_BD0T5FACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6b6","TCGA-CQ-7065-01A-11D-2317_120730_SN1222_0140_AC11GKACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c665","TCGA-CQ-6225-10A-01D-1911_120504_SN208_0296_AC0V09ACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6f4","TCGA-CV-5977-01A-11D-1681_120427_SN1120_0137_BD0T3FACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c72e","TCGA-D6-6515-10A-01D-1868_120530_SN1222_0110_AC0VLAACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c69e","TCGA-CQ-6220-10A-01D-1911_120504_SN1222_0102_BC0VHDACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c761","TCGA-CV-6952-10A-01D-1911_120505_SN1120_0138_AD11NHACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c786","TCGA-CV-5970-10A-01D-1868_120427_SN208_0288_BD0RWBACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c752","TCGA-CV-6939-01A-11D-1911_120504_SN208_0297_BC0VJEACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7da","TCGA-CV-7091-01A-11D-2317_120623_SN1222_0119_BC0WLLACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7d0","TCGA-CV-6945-01A-11D-1911_120504_SN208_0297_BC0VJEACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c815","TCGA-CV-6951-10A-01D-1911_120504_SN208_0297_BC0VJEACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c828","TCGA-CV-7238-01A-11D-2317_120730_SN1222_0140_AC11GKACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c81c","TCGA-CV-6933-10A-01D-1911_120504_SN208_0296_AC0V09ACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c837","TCGA-CV-7095-01A-21D-2317_120730_SN1222_0140_AC11GKACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c818","TCGA-CV-6948-10A-01D-1911_120816_SN1222_0144_AD16PUACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c850","TCGA-CV-6948-01A-11D-1911_120504_SN208_0297_BC0VJEACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c86a","TCGA-CV-6003-01A-11D-1681_120427_SN1120_0137_BD0T3FACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8c0","TCGA-CV-5971-01A-11D-1681_120427_SN1120_0136_AC0JEMACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c920","TCGA-CV-7091-10A-01D-2317_120623_SN1222_0119_BC0WLLACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8d8","TCGA-CV-6951-01A-11D-1911_120504_SN208_0297_BC0VJEACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c85e","TCGA-CV-6938-10A-01D-1911_120504_SN208_0296_AC0V09ACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8dc","TCGA-CV-6945-10A-01D-1911_120504_SN208_0297_BC0VJEACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8d2","TCGA-CV-6939-10A-01D-1911_120504_SN208_0297_BC0VJEACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c924","TCGA-CN-6996-10A-01D-1911_120504_SN1222_0101_AC0UMDACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c92f","TCGA-CQ-6229-10A-01D-1911_120504_SN208_0296_AC0V09ACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c9d2","TCGA-DQ-5630-10A-01D-1868_120504_SN1222_0101_AC0UMDACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c9e2","TCGA-DQ-5631-10A-01D-1868_120504_SN1222_0101_AC0UMDACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6ca62","TCGA-DQ-5625-10A-01D-1868_120427_SN208_0288_BD0RWBACXX_s_2_rg.sorted.filtered."
"13722.58cfa832e4b0c9d6adf6cf12","TCGA-H7-7774-10A-01D-2317_120623_SN1222_0119_BC0WLLACXX_s_3_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c1aa","TCGA-BA-5555-01A-01D-1509_120420_SN1120_0135_BD0T5FACXX_s_2_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c1b6","TCGA-BA-4076-01A-01D-1431_120310_SN590_0145_BD0RGYACXX_s_5_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c1c0","TCGA-BB-4225-01A-01D-1431_120423_SN590_0153_BC0KJ3ACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c426","TCGA-CN-4727-01A-01D-1431_120504_SN590_0155_AC0KTHACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c459","TCGA-CN-4727-10A-01D-1431_120504_SN590_0155_AC0KTHACXX_s_8_rg.sorted.filtered."
"13722.58cfa830e4b0c9d6adf6c184","TCGA-BA-4075-01A-01D-1431_120310_SN590_0145_BD0RGYACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c54a","TCGA-CN-4730-01A-01D-1431_120513_SN590_0157_AD0PU3ACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c5e7","TCGA-CN-5367-01A-01D-1431_120420_SN1120_0134_AC0J8YACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c59a","TCGA-CN-4737-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c5f5","TCGA-CN-5355-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c5d4","TCGA-CN-5367-10A-01D-1431_120420_SN1120_0134_AC0J8YACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c634","TCGA-CN-5361-01A-01D-1431_120418_SN1222_0098_BD0T68ACXX_s_2_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c619","TCGA-CN-5356-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c63e","TCGA-CN-4733-10A-01D-1868_120530_SN1222_0110_AC0VLAACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c64e","TCGA-CN-4741-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c642","TCGA-CN-4734-01A-01D-1431_120412_SN208_0283_AD0V1GACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c65f","TCGA-CQ-5325-10A-01D-1681_120425_SN1222_0100_BD0T1VACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c684","TCGA-CN-4738-01A-02D-1509_120420_SN1120_0135_BD0T5FACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6bc","TCGA-CQ-7065-10A-01D-2317_120710_SN590_0166_AC0VNFACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6aa","TCGA-CV-5966-11A-01D-1681_120427_SN1120_0136_AC0JEMACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c772","TCGA-CQ-7068-01A-11D-2317_120730_SN1222_0140_AC11GKACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7b5","TCGA-CV-5973-11A-01D-1681_120427_SN1120_0137_BD0T3FACXX_s_5_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7c0","TCGA-CN-5369-10A-01D-1431_120420_SN1120_0134_AC0J8YACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c801","TCGA-CN-6018-01A-11D-1681_120425_SN1222_0099_AC0JCEACXX_s_3_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8b3","TCGA-CV-7411-10A-01D-2317_120710_SN590_0165_BC0VU7ACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8e6","TCGA-CV-6960-01A-41D-2317_120623_SN1222_0118_AD13T1ACXX_s_6_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8de","TCGA-CV-7429-01A-11D-2317_120710_SN590_0165_BC0VU7ACXX_s_4_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8f8","TCGA-CN-5373-10A-01D-1431_120420_SN1120_0134_AC0J8YACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c8fc","TCGA-CN-6018-10A-01D-1681_120425_SN1222_0099_AC0JCEACXX_s_7_rg.sorted.filtered."
"13722.58cfa82ee4b0c9d6adf6aa51","G35155.TCGA-CR-5243-01A-01D-1512-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6aa64","G35155.TCGA-CN-5373-01A-01D-1434-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6ab12","G35155.TCGA-CQ-6220-01A-11D-1912-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6ab7e","G35155.TCGA-CQ-5323-01A-01D-1683-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6aba6","G35155.TCGA-CR-6471-01A-11D-1870-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6ab1c","G35155.TCGA-CV-7406-01A-11D-2078-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6ab8d","G35155.TCGA-DQ-7591-01A-11D-2078-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6abe9","G35155.TCGA-CR-6481-01A-11D-1870-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6ac6c","G35155.TCGA-HD-7754-01A-11D-2078-08.2.filtered."
"13722.58cfa82ee4b0c9d6adf6abf5","G35155.TCGA-CR-7368-01A-11D-2129-08.2.filtered."
"13722.58cfa831e4b0c9d6adf6c6ac","TCGA-CQ-6223-10A-01D-1911_120504_SN1222_0102_BC0VHDACXX_s_7_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c6c9","TCGA-CQ-6224-10A-01D-1911_120504_SN1222_0102_BC0VHDACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c782","TCGA-CV-6959-10A-01D-1911_120505_SN1120_0138_AD11NHACXX_s_8_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c7f8","TCGA-CN-6998-10A-01D-2317_120623_SN1222_0118_AD13T1ACXX_s_1_rg.sorted.filtered."
"13722.58cfa831e4b0c9d6adf6c832","TCGA-CV-6954-10A-01D-1911_120505_SN1120_0138_AD11NHACXX_s_7_rg.sorted.filtered."
