"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Gordonia",1.51621952676461,0.144850494059764,10.4674791522563,1.21844509537063e-25,2.24193897548195e-23,TRUE,"Gordonia","Gordonia","Gordonia",1,"Gordonia
(Gordonia)"
"Prevotella",4.31022115234183,0.483493595557088,8.91474301200522,4.88948900348664e-19,4.49832988320771e-17,TRUE,"Prevotella","Prevotella","Prevotella",1,"Prevotella
(Prevotella)"
"Gemella",2.22049638477271,0.277540312128269,8.00062653149457,1.23787714070368e-15,7.59231312964922e-14,TRUE,"Gemella","Gemella","Gemella",1,"Gemella
(Gemella)"
"Streptococcus",2.6769932464456,0.361702564384737,7.40109003926807,1.35071103985091e-13,6.21327078331418e-12,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Veillonella",2.7174467247602,0.375267108499588,7.24136665114412,4.44185766484916e-13,1.36216968388708e-11,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Fusobacterium",3.39684771742162,0.468234902809108,7.25458033359478,4.0290908996271e-13,1.36216968388708e-11,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Haemophilus",2.63016558411456,0.394278638215042,6.67082953319945,2.5436153867721e-11,6.68607473094382e-10,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Neisseria",2.1219713291742,0.336261843202166,6.31047313892953,2.78183694173898e-10,6.39822496599965e-09,TRUE,"Neisseria","Neisseria","Neisseria",1,""
"Actinomyces",1.34186982911595,0.215134085761677,6.23736505707635,4.45002686463102e-10,8.75951183919636e-09,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Bacteroides",1.83079812713958,0.294727031729662,6.21184326525867,5.23666468647609e-10,8.75951183919636e-09,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Lactobacillus",2.60369280227458,0.418451526284664,6.22220887898814,4.90203801463994e-10,8.75951183919636e-09,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
