"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Corynebacterium",-1.29542322397289,0.17537052990003,-7.38677829571108,1.50429110765638e-13,2.76789563808774e-11,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,"Corynebacterium
(Corynebacterium)"
"Leuconostoc",-1.06117417662551,0.165537827915922,-6.41046333629854,1.4507804154544e-10,1.33471798221804e-08,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,"Leuconostoc
(Leuconostoc)"
"Clostridium",3.66657011567467,0.598033398267108,6.13104573473507,8.73033015137103e-10,5.3546024928409e-08,TRUE,"Clostridium","Clostridium","Clostridium",1,"Clostridium
(Clostridium)"
"Moraxella",-1.13530809196608,0.22587499984938,-5.02626715096022,5.00119068122344e-07,2.30054771336278e-05,TRUE,"Moraxella","Moraxella","Moraxella",1,""
"Propionibacterium",-1.01068339752227,0.208229923221025,-4.85368952688649,1.21185413378577e-06,4.45962321233164e-05,TRUE,"Propionibacterium","Propionibacterium","Propionibacterium",1,""
"Bifidobacterium",0.510363123163359,0.125694718775213,4.06033863742572,4.90015932333951e-05,0.00137581546154157,TRUE,"Bifidobacterium","Bifidobacterium","Bifidobacterium",1,""
"Campylobacter",2.8783663956705,0.711600178563352,4.04492084513192,5.2340805602125e-05,0.00137581546154157,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Prevotella",2.80540501676446,0.710697092579312,3.94739903407075,7.90048184351024e-05,0.00161520962133987,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Acinetobacter",-0.848182245197328,0.21456373776555,-3.95305494782218,7.7159709292577e-05,0.00161520962133987,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Arcobacter",0.853928780344891,0.2260257039116,3.77801624136902,0.000158082571736263,0.00290871931994724,TRUE,"Arcobacter","Arcobacter","Arcobacter",1,""
"Anaerococcus",2.1268321015199,0.598749671889469,3.55212236661154,0.000382137103679987,0.00639211155246523,TRUE,"Anaerococcus","Anaerococcus","Anaerococcus",1,""
"Megasphaera",1.55316893603655,0.447529996067008,3.47053594102327,0.000519420824353651,0.00796445264008932,TRUE,"Megasphaera","Megasphaera","Megasphaera",1,""
"Rhodococcus",-0.598782485676745,0.176552785670494,-3.39152103096391,0.000695058285819932,0.00928663055274425,TRUE,"Rhodococcus","Rhodococcus","Rhodococcus",1,""
"Desulfovibrio",0.685133839488165,0.202282869324208,3.38700870606136,0.000706591455100106,0.00928663055274425,TRUE,"Desulfovibrio","Desulfovibrio","Desulfovibrio",1,""
"Massilia",-0.732618474177336,0.221417434079668,-3.30876598413535,0.000937081266910256,0.0114948635407658,TRUE,"Massilia","Massilia","Massilia",1,""
