"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Neisseria",-2.23013556795936,0.14252603148737,-15.6472157730497,3.47075293266203e-55,6.24735527879166e-53,TRUE,"Neisseria","Neisseria","Neisseria",1,"Neisseria
(Neisseria)"
"Flavobacterium",-1.73368506147119,0.112016860552978,-15.4770009881794,4.96064984132239e-54,4.46458485719015e-52,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,"Flavobacterium
(Flavobacterium)"
"Paenibacillus",-1.46504426868904,0.0948733079933868,-15.4421122197106,8.52616708471982e-54,5.11570025083189e-52,TRUE,"Paenibacillus","Paenibacillus","Paenibacillus",1,"Paenibacillus
(Paenibacillus)"
"Exiguobacterium",-1.43259826117299,0.0938005223773538,-15.2728175159808,1.16048654573322e-52,5.22218945579951e-51,TRUE,"Exiguobacterium","Exiguobacterium","Exiguobacterium",1,""
"Shigella",-2.14750523473759,0.155052171386475,-13.8502106454532,1.26839586272814e-43,4.56622510582129e-42,TRUE,"Shigella","Shigella","Shigella",1,""
"Enterococcus",-2.00269128015994,0.146178287396057,-13.7003334478384,1.01059127297281e-42,3.03177381891844e-41,TRUE,"Enterococcus","Enterococcus","Enterococcus",1,""
"Leuconostoc",-1.09101615392263,0.0797863711809477,-13.6742170094227,1.44757058728018e-42,3.7223243672919e-41,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Streptococcus",-2.58026757528428,0.18932033859277,-13.6291092360365,2.68841681636431e-42,6.0489378368197e-41,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Streptomyces",-2.58429413744834,0.192398815895331,-13.4319648768226,3.92847778150853e-41,7.85695556301706e-40,TRUE,"Streptomyces","Streptomyces","Streptomyces",1,""
"Shewanella",-1.26087404084274,0.0973883770707492,-12.9468636686158,2.44750666498204e-38,4.40551199696767e-37,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Chryseobacterium",-1.09950991387499,0.0854325601643952,-12.8699164786732,6.64739937418338e-38,1.08775626123001e-36,TRUE,"Chryseobacterium","Chryseobacterium","Chryseobacterium",1,""
"Curtobacterium",-0.791287305217031,0.06378561696635,-12.4054190090295,2.44231772416931e-35,3.66347658625396e-34,TRUE,"Curtobacterium","Curtobacterium","Curtobacterium",1,""
"Citrobacter",-0.948168707753336,0.077974720201246,-12.1599501133982,5.07896958824301e-34,7.03241942987494e-33,TRUE,"Citrobacter","Citrobacter","Citrobacter",1,""
"Lactobacillus",-1.72898262412557,0.145823747118261,-11.8566602373987,1.98745471218011e-32,2.55529891566014e-31,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Actinobacillus",-0.581288888539473,0.0496114046085958,-11.7168399710811,1.04497599811411e-31,1.25397119773694e-30,TRUE,"Actinobacillus","Actinobacillus","Actinobacillus",1,""
"Rhodococcus",-0.598925496415809,0.0516877829006468,-11.5873706087771,4.77568753602675e-31,5.37264847803009e-30,TRUE,"Rhodococcus","Rhodococcus","Rhodococcus",1,""
"Rickettsia",-1.05076323996267,0.0958097164706185,-10.9671887014184,5.49545505880916e-28,5.81871712109205e-27,TRUE,"Rickettsia","Rickettsia","Rickettsia",1,""
"Aggregatibacter",-0.701790596180395,0.0644826324914747,-10.8834048652275,1.38298607587884e-27,1.38298607587884e-26,TRUE,"Aggregatibacter","Aggregatibacter","Aggregatibacter",1,""
"Bacillus",-2.08686007771872,0.192616890392769,-10.8342527670515,2.36891481527968e-27,2.2442350881597e-26,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Aeromonas",-0.606031581511921,0.056321095181984,-10.7602946916021,5.30004074929369e-27,4.77003667436432e-26,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Campylobacter",-2.05810293579539,0.193319182149068,-10.6461392652096,1.81747244691902e-26,1.55783352593059e-25,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Leptotrichia",-1.03001595718373,0.0979851881122698,-10.5119557050148,7.60988392185408e-26,6.22626866333516e-25,TRUE,"Leptotrichia","Leptotrichia","Leptotrichia",1,""
"Haemophilus",-1.51011028377202,0.158976914175518,-9.49892814062792,2.12061763866458e-21,1.65961380417228e-20,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Devosia",-0.473767780878423,0.0500524346375979,-9.46542929047736,2.92357667230964e-21,2.19268250423223e-20,TRUE,"Devosia","Devosia","Devosia",1,""
"Pseudomonas",-1.71721020734972,0.182979708257962,-9.38470294710946,6.30940382979156e-21,4.54277075744992e-20,TRUE,"Pseudomonas","Pseudomonas","Pseudomonas",1,""
"Pseudoalteromonas",-0.312869552379955,0.0334023284638326,-9.3666988730658,7.48365195466859e-21,5.18098981477056e-20,TRUE,"Pseudoalteromonas","Pseudoalteromonas","Pseudoalteromonas",1,""
"Serratia",-0.490844444459114,0.0525057193259765,-9.34839957932498,8.89839300359428e-21,5.93226200239619e-20,TRUE,"Serratia","Serratia","Serratia",1,""
"Acetivibrio",-0.327676090265628,0.0355574959801309,-9.21538711411876,3.10157111626691e-20,1.99386714617158e-19,TRUE,"Acetivibrio","Acetivibrio","Acetivibrio",1,""
