"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Agrobacterium",-0.105083819032481,0.00447922694641683,-23.46025782787,1.03877242658808e-121,1.8905658163903e-119,TRUE,"Agrobacterium","Agrobacterium","Agrobacterium",1,"Agrobacterium
(Agrobacterium)"
"Rhodococcus",-0.11920532838861,0.0050917349596151,-23.4115344443657,3.26084810691065e-121,2.96737177728869e-119,TRUE,"Rhodococcus","Rhodococcus","Rhodococcus",1,"Rhodococcus
(Rhodococcus)"
"Acidovorax",-0.137950461792658,0.00594049287334239,-23.2220566094275,2.72625732277541e-119,1.65392944248375e-117,TRUE,"Acidovorax","Acidovorax","Acidovorax",1,"Acidovorax
(Acidovorax)"
"Bacillus",-0.533737012830681,0.0231582000973041,-23.0474307410797,1.56080940977257e-117,7.10168281446518e-116,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Propionibacterium",-0.324370766747351,0.0145434928255705,-22.3034982474801,3.41715398544595e-110,1.24384405070232e-108,TRUE,"Propionibacterium","Propionibacterium","Propionibacterium",1,""
"Stenotrophomonas",-0.10192840408191,0.00457947878438762,-22.2576430377633,9.51184770102377e-110,2.88526046931054e-108,TRUE,"Stenotrophomonas","Stenotrophomonas","Stenotrophomonas",1,""
"Streptococcus",-0.251636626445684,0.0113621020793307,-22.1470133509403,1.11468000107225e-108,2.89816800278785e-107,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Actinomyces",-0.143775344376271,0.00655870389240452,-21.9213043819182,1.62727424957414e-106,3.68024639479607e-105,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Methylobacterium",-0.111125407174059,0.00507046624823387,-21.9162108046308,1.81990206336069e-106,3.68024639479607e-105,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Rothia",-0.117191084942212,0.00551832122980194,-21.2367276318233,4.37313626012067e-100,7.95910799341961e-99,TRUE,"Rothia","Rothia","Rothia",1,""
"Corynebacterium",-0.216088937264584,0.0102053280217687,-21.1741295138824,1.65409537608685e-99,2.73677598588915e-98,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,""
"Acinetobacter",-0.252802891861782,0.012006522760066,-21.0554626775547,2.03783990947361e-98,3.09072386270164e-97,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Massilia",-0.102462648900256,0.00493331740072012,-20.769522935074,8.16653360596595e-96,1.14331470483523e-94,TRUE,"Massilia","Massilia","Massilia",1,""
"Veillonella",-0.116080898745724,0.0057193687239669,-20.2961033547793,1.39194837522623e-91,1.8095328877941e-90,TRUE,"Veillonella","Veillonella","Veillonella",1,""
