"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Streptococcus",-3.14816709226995,0.157837129572501,-19.9456686826269,1.63450039079957e-88,2.94210070343922e-86,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,"Streptococcus
(Streptococcus)"
"Campylobacter",-2.42414600571477,0.146680482624184,-16.5267114093548,2.35654853039305e-61,2.12089367735374e-59,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,"Campylobacter
(Campylobacter)"
"Lactobacillus",-1.96901970486515,0.126856080284306,-15.5216817392769,2.47478938803303e-54,1.48487363281982e-52,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,"Lactobacillus
(Lactobacillus)"
"Haemophilus",-1.86913512696051,0.120974723174068,-15.4506253696572,7.47150196443383e-54,3.36217588399522e-52,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Clostridium",-2.51628328385953,0.163305934461627,-15.4084007550307,1.43724816481516e-53,5.17409339333458e-52,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Prevotella",-2.78966204151772,0.18343500166856,-15.2079047953903,3.13414377454374e-52,9.40243132363122e-51,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Parabacteroides",-0.725220479721453,0.0495615013748616,-14.6327383070219,1.73654851811529e-48,4.46541047515361e-47,TRUE,"Parabacteroides","Parabacteroides","Parabacteroides",1,""
"Enterococcus",-2.1700073415406,0.148669959051352,-14.596138691281,2.97208519926428e-48,6.68719169834462e-47,TRUE,"Enterococcus","Enterococcus","Enterococcus",1,""
"Paenibacillus",-1.43828940289,0.103007432245384,-13.9629672494283,2.62282486729745e-44,5.2456497345949e-43,TRUE,"Paenibacillus","Paenibacillus","Paenibacillus",1,""
"Shigella",-2.24664883158242,0.164348662999291,-13.6700158710273,1.53361734449542e-42,2.76051122009175e-41,TRUE,"Shigella","Shigella","Shigella",1,""
"Neisseria",-2.05958891741745,0.151218076673152,-13.6199914899666,3.04603229803243e-42,4.77698243237888e-41,TRUE,"Neisseria","Neisseria","Neisseria",1,""
"Actinobacillus",-0.638495103025923,0.0468904496559467,-13.616740886701,3.18465495491925e-42,4.77698243237888e-41,TRUE,"Actinobacillus","Actinobacillus","Actinobacillus",1,""
"Aeromonas",-0.669455251730583,0.0494149786264352,-13.5476179559137,8.1843149162619e-42,1.13321283455934e-40,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Curtobacterium",-0.838573814218435,0.0621599943062034,-13.4905709625322,1.77718896966438e-41,2.28495724671134e-40,TRUE,"Curtobacterium","Curtobacterium","Curtobacterium",1,""
