"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Campylobacter",-3.11314609112105,0.0897096832491875,-34.7024532733398,7.23479880544113e-264,1.33120298020117e-261,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,"Campylobacter
(Campylobacter)"
"Shewanella",-2.32205059682559,0.0696964287562791,-33.3166367095444,2.21729874111353e-243,2.03991484182444e-241,TRUE,"Shewanella","Shewanella","Shewanella",1,"Shewanella
(Shewanella)"
"Shigella",-3.01042956769345,0.0927645544082826,-32.4523691931265,5.0153904320651e-231,3.07610613166659e-229,TRUE,"Shigella","Shigella","Shigella",1,"Shigella
(Shigella)"
"Lactobacillus",-2.34295502184363,0.0766719950615975,-30.558159077005,4.40574715678437e-205,2.02664369212081e-203,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Clostridium",-2.28863108211705,0.0764320776760386,-29.9433320629793,5.37353274098005e-197,1.97746004868066e-195,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Curtobacterium",-1.22356162939778,0.0428029862108766,-28.5858940628508,1.00615605761213e-179,3.08554524334387e-178,TRUE,"Curtobacterium","Curtobacterium","Curtobacterium",1,""
"Leuconostoc",-1.91680900734776,0.0672927075434932,-28.4846468112295,1.81522474289057e-178,4.77144789559807e-177,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Streptococcus",-3.13263057749099,0.110371076026059,-28.3827130284691,3.30538481354169e-177,7.60238507114589e-176,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Enterococcus",-2.50914357619862,0.090822057571253,-27.627028535773,5.2701082637645e-168,1.07744435614741e-166,TRUE,"Enterococcus","Enterococcus","Enterococcus",1,""
"Streptomyces",-3.14419458128075,0.113900192025977,-27.6048224796992,9.73856430048302e-168,1.79189583128888e-166,TRUE,"Streptomyces","Streptomyces","Streptomyces",1,""
"Paenibacillus",-1.7107743820934,0.0624151705033367,-27.4095923843056,2.10781520739145e-165,3.52579998327297e-164,TRUE,"Paenibacillus","Paenibacillus","Paenibacillus",1,""
"Chryseobacterium",-1.4565964642152,0.0546529804742763,-26.6517297240685,1.70894727531846e-156,2.62038582215497e-155,TRUE,"Chryseobacterium","Chryseobacterium","Chryseobacterium",1,""
"Flavobacterium",-1.98021677192286,0.0756178539890281,-26.1871590829618,3.72171710656337e-151,5.26766113544355e-150,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,""
"Rhodococcus",-1.13822780340418,0.04374282103363,-26.0209052939018,2.87272076246311e-149,3.77557585923723e-148,TRUE,"Rhodococcus","Rhodococcus","Rhodococcus",1,""
"Exiguobacterium",-1.53623453384804,0.0618699202088327,-24.8300713604076,4.24562266048989e-136,5.2079637968676e-135,TRUE,"Exiguobacterium","Exiguobacterium","Exiguobacterium",1,""
"Prevotella",-2.61059677309086,0.110399528151843,-23.6468109673463,1.27294348855312e-123,1.46388501183609e-122,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Aeromonas",-1.13174691339371,0.0489512932739633,-23.1198572642344,2.92354128796775e-118,3.16430351168274e-117,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Actinobacillus",-0.779106914745072,0.0340196547950214,-22.9016702091607,4.47149490892192e-116,4.57086146245352e-115,TRUE,"Actinobacillus","Actinobacillus","Actinobacillus",1,""
"Acinetobacter",-2.03272856019427,0.0890560692782176,-22.8252670106501,2.5736081801073e-115,2.49233634284075e-114,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Neisseria",-2.50921172548805,0.110207040214178,-22.7681618217094,9.48408363186842e-115,8.72535694131895e-114,TRUE,"Neisseria","Neisseria","Neisseria",1,""
"Bacillus",-2.52026574338689,0.1152032074149,-21.8766977060825,4.33090504156885e-106,3.79469775070794e-105,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Parabacteroides",-1.28212998788609,0.0587629000960056,-21.8186982907817,1.54185904637477e-105,1.28955483878617e-104,TRUE,"Parabacteroides","Parabacteroides","Parabacteroides",1,""
"Devosia",-0.796409961390985,0.0365398755847802,-21.7956396579169,2.5520203802233e-105,2.04161630417864e-104,TRUE,"Devosia","Devosia","Devosia",1,""
"Blautia",-1.11210999356612,0.0513678015493074,-21.6499433501863,6.0855051546391e-104,4.66555395188998e-103,TRUE,"Blautia","Blautia","Blautia",1,""
"Acidovorax",-1.47198642174246,0.068913022477314,-21.3600618406634,3.14394796465501e-101,2.31394570198608e-100,TRUE,"Acidovorax","Acidovorax","Acidovorax",1,""
"Methylobacterium",-1.2064901821051,0.056522207278959,-21.3454187333946,4.30093562560687e-101,3.04373905812179e-100,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Haemophilus",-2.17193438949848,0.102883021456644,-21.1107173831763,6.3403019419621e-99,4.32079836044825e-98,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Pseudomonas",-2.44935625367118,0.119049432424013,-20.5742791359762,4.66615831777911e-94,3.06633260882627e-93,TRUE,"Pseudomonas","Pseudomonas","Pseudomonas",1,""
"Hydrogenophaga",-0.963150036430124,0.0474888877807282,-20.2815875763885,1.86997466101307e-91,1.18646668147036e-90,TRUE,"Hydrogenophaga","Hydrogenophaga","Hydrogenophaga",1,""
