"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Diaphorobacter",-1.19624370477497,0.125682869289448,-9.51795349308918,1.76622950625151e-21,3.24986229150277e-19,TRUE,"Diaphorobacter","Diaphorobacter","Diaphorobacter",1,"Diaphorobacter
(Diaphorobacter)"
"Agrobacterium",1.66028121302239,0.179850848444262,9.23143386525047,2.67032963333067e-20,2.45670326266422e-18,TRUE,"Agrobacterium","Agrobacterium","Agrobacterium",1,"Agrobacterium
(Agrobacterium)"
"Comamonas",-1.24859101360184,0.143796726158809,-8.68302809775306,3.85369141980363e-18,2.36359740414623e-16,TRUE,"Comamonas","Comamonas","Comamonas",1,"Comamonas
(Comamonas)"
"Bacillus",-1.27405888173682,0.155136668545943,-8.21249349801213,2.16641793764003e-16,9.96552251314412e-15,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Hydrogenophaga",-0.762614614337051,0.103369265618071,-7.37757601137226,1.61197344739689e-13,5.93206228642055e-12,TRUE,"Hydrogenophaga","Hydrogenophaga","Hydrogenophaga",1,""
"Acidovorax",-1.26685658206616,0.181852099609461,-6.9664116322375,3.25126953585244e-12,9.97055990994749e-11,TRUE,"Acidovorax","Acidovorax","Acidovorax",1,""
"Clostridium",-0.878173608143957,0.136052332059354,-6.45467515956173,1.08451275956494e-10,2.85071925371355e-09,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Dietzia",1.18131311412546,0.189070175864865,6.24801404410702,4.15704305633836e-10,9.56119902957824e-09,TRUE,"Dietzia","Dietzia","Dietzia",1,""
"Streptomyces",-0.855493835558635,0.138551291999836,-6.17456411420289,6.63462543541561e-10,1.35641231124052e-08,TRUE,"Streptomyces","Streptomyces","Streptomyces",1,""
"Novosphingobium",-0.791658307280549,0.128724035412118,-6.15004264546249,7.7462116206898e-10,1.42530293820692e-08,TRUE,"Novosphingobium","Novosphingobium","Novosphingobium",1,""
"Lactobacillus",-0.955273789557479,0.155973478248656,-6.12459118231986,9.09167370416092e-10,1.52078905596874e-08,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Fusobacterium",-1.05019999901841,0.175215353783632,-5.99376696356913,2.05035132157003e-09,3.14387202640737e-08,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Massilia",-0.843175174941073,0.145572974349378,-5.79211339680012,6.95061854445564e-09,9.83779855522952e-08,TRUE,"Massilia","Massilia","Massilia",1,""
"Flavobacterium",-0.581577126867733,0.105564014143548,-5.50923656689383,3.60393297228415e-08,4.73659762071631e-07,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,""
"Pseudoxanthomonas",-0.566361441554393,0.103561077438877,-5.46886393576452,4.52929269507445e-08,5.55593237262466e-07,TRUE,"Pseudoxanthomonas","Pseudoxanthomonas","Pseudoxanthomonas",1,""
"Acinetobacter",-0.885550277073008,0.165289737210526,-5.35756358511902,8.43516862967267e-08,9.70044392412358e-07,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Campylobacter",-0.710436910113194,0.133227748014896,-5.33249957834432,9.68699945172158e-08,1.04847523477457e-06,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Chryseobacterium",-0.816198850623137,0.156263316378391,-5.22322749535609,1.75831149851672e-07,1.79738508737265e-06,TRUE,"Chryseobacterium","Chryseobacterium","Chryseobacterium",1,""
"Janthinobacterium",-0.620696095135839,0.119781394889462,-5.1819073881101,2.19628266263804e-07,2.12692636802842e-06,TRUE,"Janthinobacterium","Janthinobacterium","Janthinobacterium",1,""
"Desulfovibrio",-0.451435022149091,0.0885076031626495,-5.10052250900404,3.38717094034834e-07,3.11619726512047e-06,TRUE,"Desulfovibrio","Desulfovibrio","Desulfovibrio",1,""
"Citrobacter",-0.489639342792247,0.0979395384279352,-4.99940423093303,5.75077267758394e-07,5.03877225083546e-06,TRUE,"Citrobacter","Citrobacter","Citrobacter",1,""
"Lachnoanaerobaculum",-0.481961553847763,0.100329599206277,-4.8037823101122,1.55696102768425e-06,1.30218558679046e-05,TRUE,"Lachnoanaerobaculum","Lachnoanaerobaculum","Lachnoanaerobaculum",1,""
"Tepidimonas",-0.424739220325888,0.0899250455230787,-4.72325832981515,2.32095725232534e-06,1.85676580186028e-05,TRUE,"Tepidimonas","Tepidimonas","Tepidimonas",1,""
"Pantoea",-0.453150953315734,0.0961902989523985,-4.71098393757965,2.46523667737258e-06,1.89001478598565e-05,TRUE,"Pantoea","Pantoea","Pantoea",1,""
"Stenotrophomonas",-0.722776737149033,0.154712718554971,-4.67173445014619,2.9866693187469e-06,2.19818861859771e-05,TRUE,"Stenotrophomonas","Stenotrophomonas","Stenotrophomonas",1,""
"Roseburia",0.635329200813389,0.136439323637905,4.65649626422572,3.21636113200958e-06,2.2761940318837e-05,TRUE,"Roseburia","Roseburia","Roseburia",1,""
"Leptotrichia",-0.54715505502274,0.117848051459881,-4.64288588775698,3.43576129183491e-06,2.34140769517638e-05,TRUE,"Leptotrichia","Leptotrichia","Leptotrichia",1,""
"Lysobacter",-0.530930329317787,0.114780898148215,-4.62559831717124,3.73518570719343e-06,2.4275542432784e-05,TRUE,"Lysobacter","Lysobacter","Lysobacter",1,""
"Treponema",-0.561646990395751,0.121552424303435,-4.6206152910097,3.82603657908008e-06,2.4275542432784e-05,TRUE,"Treponema","Treponema","Treponema",1,""
"Streptococcus",-0.986081356252053,0.220362893716541,-4.47480671369507,7.64804671040724e-06,4.69080198238311e-05,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Solobacterium",-0.424610172176661,0.0970436845382042,-4.37545394321358,1.21180027583049e-05,7.19262099202612e-05,TRUE,"Solobacterium","Solobacterium","Solobacterium",1,""
"Peptostreptococcus",-0.382596586118754,0.0910756521823688,-4.20086573031228,2.65896257630892e-05,0.000152890348137763,TRUE,"Peptostreptococcus","Peptostreptococcus","Peptostreptococcus",1,""
"Parvimonas",-0.453496751777086,0.10828643284186,-4.18793693610135,2.81501708109213e-05,0.000156958528157864,TRUE,"Parvimonas","Parvimonas","Parvimonas",1,""
"Methylobacterium",-0.662179430111628,0.158624348946719,-4.17451314699517,2.9862397521519e-05,0.000161608268939985,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Paenibacillus",-0.351587033826625,0.0901430341453208,-3.90032393695365,9.60640656059438e-05,0.00050502251632839,TRUE,"Paenibacillus","Paenibacillus","Paenibacillus",1,""
"Azospirillum",-0.356045109718376,0.0946024643094279,-3.76359233681075,0.000167489842629299,0.00085605919566086,TRUE,"Azospirillum","Azospirillum","Azospirillum",1,""
"Brevundimonas",-0.581762372442004,0.156294343940295,-3.72222281226146,0.000197476643078807,0.000982046008824336,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,""
"Gemella",-0.500087176657363,0.139239391851724,-3.59156392459618,0.000328699526660377,0.00155078751039767,TRUE,"Gemella","Gemella","Gemella",1,""
"Lautropia",-0.337945862486838,0.0940077999365481,-3.59487045452547,0.000324553030219705,0.00155078751039767,TRUE,"Lautropia","Lautropia","Lautropia",1,""
"Bacteroides",-0.629300094337804,0.176864245794639,-3.55809672842808,0.000373551759612448,0.00171833809421726,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Geobacillus",-0.243300944705454,0.0700256975824121,-3.47445228116603,0.00051189740377925,0.00229729566574103,TRUE,"Geobacillus","Geobacillus","Geobacillus",1,""
"Oribacterium",-0.301641174852128,0.087638426890038,-3.44188258000801,0.000577680945758583,0.00253079271475189,TRUE,"Oribacterium","Oribacterium","Oribacterium",1,""
"Escherichia",-1.50408589378365,0.445564825077603,-3.37568364720371,0.000736325318192791,0.00315078740808078,TRUE,"Escherichia","Escherichia","Escherichia",1,""
"Porphyromonas",-0.563887269444493,0.16839034206902,-3.34869127597215,0.00081194213680805,0.00339539439028821,TRUE,"Porphyromonas","Porphyromonas","Porphyromonas",1,""
"Prevotella",-0.790051725591162,0.241897436714953,-3.26606075831279,0.00109054847796495,0.00445913155434556,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Enterobacter",-1.12975993828387,0.348664942757363,-3.24024528921474,0.00119426916638882,0.00477707666555526,TRUE,"Enterobacter","Enterobacter","Enterobacter",1,""
"Mycobacterium",-1.30416428075127,0.419702011535866,-3.10735770833879,0.00188767834610434,0.00723610032673329,TRUE,"Mycobacterium","Mycobacterium","Mycobacterium",1,""
"Selenomonas",-0.379911405052592,0.12204518670419,-3.11287495485924,0.00185274499313318,0.00723610032673329,TRUE,"Selenomonas","Selenomonas","Selenomonas",1,""
"Hymenobacter",-0.297777344625433,0.0963346704748073,-3.09107139888235,0.00199435671880871,0.00748901298491435,TRUE,"Hymenobacter","Hymenobacter","Hymenobacter",1,""
"Mogibacterium",-0.220195838009509,0.0744981427356568,-2.95572251768522,0.00311937592190168,0.0114793033925982,TRUE,"Mogibacterium","Mogibacterium","Mogibacterium",1,""
"Skermanella",-0.27024902860745,0.0928375616933047,-2.91098800612877,0.00360287847417841,0.012998620377428,TRUE,"Skermanella","Skermanella","Skermanella",1,""
"Klebsiella",-1.07863547492853,0.371477980810813,-2.90363232990077,0.00368861053078323,0.0130520064935407,TRUE,"Klebsiella","Klebsiella","Klebsiella",1,""
"Devosia",-0.296688964456663,0.102419997414047,-2.89678746287462,0.0037700507060447,0.0130884779228721,TRUE,"Devosia","Devosia","Devosia",1,""
"Faecalibacterium",0.295256433155541,0.104099042878923,2.83630305322741,0.00456391169111332,0.0155511065030528,TRUE,"Faecalibacterium","Faecalibacterium","Faecalibacterium",1,""
"Aeromonas",-0.369863496690694,0.130692657562511,-2.83002506482652,0.00465443576127529,0.0155712032740846,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Staphylococcus",-1.05979584673441,0.386155796286344,-2.74447737655748,0.00606073317921993,0.0199138375888655,TRUE,"Staphylococcus","Staphylococcus","Staphylococcus",1,""
"Leuconostoc",-0.233430066832162,0.0858377849379794,-2.71943255526483,0.00653940294950962,0.0211096516264872,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Tannerella",-0.275987591705919,0.103037553974485,-2.67851459065363,0.00739495102534114,0.0226778498110462,TRUE,"Tannerella","Tannerella","Tannerella",1,""
"Granulicatella",-0.305522830803504,0.113908778845249,-2.68217106618773,0.00731460454821453,0.0226778498110462,TRUE,"Granulicatella","Granulicatella","Granulicatella",1,""
"Rhodobacter",-0.271480936501582,0.100958411758967,-2.68903731518409,0.00716584084613798,0.0226778498110462,TRUE,"Rhodobacter","Rhodobacter","Rhodobacter",1,""
"Luteimonas",-0.288320544318468,0.108390241151912,-2.66002309114138,0.00781352944543811,0.0235686789829609,TRUE,"Luteimonas","Luteimonas","Luteimonas",1,""
"Actinobacillus",-0.178996023830036,0.0679968752705725,-2.63241543258829,0.00847801262350271,0.0251605535923306,TRUE,"Actinobacillus","Actinobacillus","Actinobacillus",1,""
"Blastococcus",-0.188716221944411,0.0723207825249899,-2.60943279864542,0.00906924572994399,0.026074081473589,TRUE,"Blastococcus","Blastococcus","Blastococcus",1,""
