"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Exiguobacterium",1.38539156941085,0.0535851343391909,25.854028108643,2.19213442922316e-147,4.03352734977062e-145,TRUE,"Exiguobacterium","Exiguobacterium","Exiguobacterium",1,"Exiguobacterium
(Exiguobacterium)"
"Streptomyces",2.01637900456758,0.0921351734973011,21.8850079511343,3.6094776358768e-106,3.32071942500666e-104,TRUE,"Streptomyces","Streptomyces","Streptomyces",1,"Streptomyces
(Streptomyces)"
"Acinetobacter",1.43826515985732,0.0688238709519642,20.8977661378733,5.61099894834329e-97,3.44141268831722e-95,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,"Acinetobacter
(Acinetobacter)"
"Bacillus",1.78449938829913,0.087425605842617,20.411633080491,1.31806369235279e-92,6.06309298482284e-91,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Flavobacterium",1.42153122324287,0.0697621560789512,20.3768246731665,2.68519420042054e-92,9.88151465754757e-91,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,""
"Enterococcus",1.68966314709961,0.0849645095348147,19.8866933540911,5.30604606675881e-88,1.6271874604727e-86,TRUE,"Enterococcus","Enterococcus","Enterococcus",1,""
"Paenibacillus",1.28224423485143,0.0659249564822715,19.4500581156432,2.9110094858848e-84,7.65179636289718e-83,TRUE,"Paenibacillus","Paenibacillus","Paenibacillus",1,""
"Neisseria",1.39008111065143,0.0793307646469486,17.5225981602196,9.6324226071916e-69,2.21545719965407e-67,TRUE,"Neisseria","Neisseria","Neisseria",1,""
"Curtobacterium",1.10863143048498,0.0653428843495229,16.9663681290046,1.45667077679462e-64,2.97808247700233e-63,TRUE,"Curtobacterium","Curtobacterium","Curtobacterium",1,""
"Escherichia",1.22878168261027,0.0726103961794897,16.922944196211,3.04805078018767e-64,5.60841343554531e-63,TRUE,"Escherichia","Escherichia","Escherichia",1,""
"Citrobacter",1.00238118455585,0.0615706590324085,16.280176309762,1.36475181502382e-59,2.28285758149438e-58,TRUE,"Citrobacter","Citrobacter","Citrobacter",1,""
"Chryseobacterium",1.13742388388386,0.0717250849791832,15.8581043746964,1.23567613481e-56,1.89470340670867e-55,TRUE,"Chryseobacterium","Chryseobacterium","Chryseobacterium",1,""
"Enterobacter",1.37198137996821,0.0886383667057729,15.478414494283,4.85286055338171e-54,6.86866416786334e-53,TRUE,"Enterobacter","Enterobacter","Enterobacter",1,""
"Leuconostoc",2.0509962189238,0.138546912351565,14.8036227160325,1.38801031603283e-49,1.82424212964314e-48,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Shewanella",2.03810156242732,0.137949708963996,14.774236043943,2.14778701525857e-49,2.63461873871718e-48,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Campylobacter",1.57267677894195,0.109353322510571,14.381609473182,6.75062064392293e-47,7.76321374051137e-46,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Shigella",1.61512535841004,0.113564474258375,14.2221004320013,6.68169158539214e-46,7.23194853948326e-45,TRUE,"Shigella","Shigella","Shigella",1,""
"Acidovorax",1.65586816638307,0.12213300042917,13.5579094967324,7.11346431020101e-42,7.27154129487214e-41,TRUE,"Acidovorax","Acidovorax","Acidovorax",1,""
"Clostridium",1.09513415069257,0.0813043768216424,13.4695596166362,2.36270983624261e-41,2.28809794667705e-40,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Klebsiella",1.06798889602822,0.0826997616899404,12.9140504664614,3.75041951152393e-38,3.45038595060202e-37,TRUE,"Klebsiella","Klebsiella","Klebsiella",1,""
"Staphylococcus",0.886891345030343,0.0704974898988158,12.5804669968149,2.70426492846021e-36,2.36945117541276e-35,TRUE,"Staphylococcus","Staphylococcus","Staphylococcus",1,""
"Pseudomonas",1.11085577380204,0.090718501088432,12.2450851863082,1.78489575758652e-34,1.49282190634509e-33,TRUE,"Pseudomonas","Pseudomonas","Pseudomonas",1,""
