"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Corynebacterium",2.0869275344798,0.14991013715049,13.9211902153408,4.70994879083397e-44,8.66630577513451e-42,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,"Corynebacterium
(Corynebacterium)"
"Lactococcus",1.92718123208365,0.149099851376756,12.9254403293395,3.23439615013087e-38,2.9756444581204e-36,TRUE,"Lactococcus","Lactococcus","Lactococcus",1,"Lactococcus
(Lactococcus)"
"Moraxella",1.29066477636825,0.110765863564502,11.6521889942803,2.23639236562531e-31,1.37165398425019e-29,TRUE,"Moraxella","Moraxella","Moraxella",1,"Moraxella
(Moraxella)"
"Rickettsia",-1.9265933134202,0.174434849869215,-11.0447729617372,2.3235427444171e-28,1.06882966243187e-26,TRUE,"Rickettsia","Rickettsia","Rickettsia",1,""
"Pseudomonas",-1.48799958174601,0.15236622951199,-9.76594082896121,1.57641954848078e-22,5.80122393840929e-21,TRUE,"Pseudomonas","Pseudomonas","Pseudomonas",1,""
"Brevibacterium",1.29475301944127,0.143406250843952,9.02856752632188,1.73933611643218e-19,5.33396409039202e-18,TRUE,"Brevibacterium","Brevibacterium","Brevibacterium",1,""
"Micrococcus",1.44668687096232,0.161945167580671,8.93318950219171,4.13899826730637e-19,1.08796525883482e-17,TRUE,"Micrococcus","Micrococcus","Micrococcus",1,""
"Bacillus",-1.78040675687528,0.220918399492844,-8.0591148630558,7.68488627140562e-16,1.76752384242329e-14,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Propionibacterium",0.880822659094741,0.119072165873413,7.39738504489081,1.38892379014052e-13,2.83957752650951e-12,TRUE,"Propionibacterium","Propionibacterium","Propionibacterium",1,""
"Finegoldia",0.955251587066528,0.14718571347101,6.49011078955485,8.57732756412e-11,1.57822827179808e-09,TRUE,"Finegoldia","Finegoldia","Finegoldia",1,""
"Staphylococcus",0.85305140350982,0.133478891796033,6.39090864504144,1.64902884531107e-10,2.75837552306579e-09,TRUE,"Staphylococcus","Staphylococcus","Staphylococcus",1,""
"Leuconostoc",0.895602583113377,0.144681452016832,6.19016861269256,6.00998917258031e-10,9.21531673128981e-09,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Enterobacter",-1.43536497660206,0.241540482051118,-5.94254414172397,2.80632051005284e-09,3.9720228757671e-08,TRUE,"Enterobacter","Enterobacter","Enterobacter",1,""
"Geobacillus",-0.822577764698948,0.139323732789863,-5.90407497866577,3.54630860747529e-09,4.66086274125323e-08,TRUE,"Geobacillus","Geobacillus","Geobacillus",1,""
"Megasphaera",-0.603743510378536,0.109260773258493,-5.52571149162727,3.28153006802953e-08,3.77375957823395e-07,TRUE,"Megasphaera","Megasphaera","Megasphaera",1,""
"Shigella",-0.865659611195629,0.156387484908038,-5.5353509374786,3.10605801257743e-08,3.77375957823395e-07,TRUE,"Shigella","Shigella","Shigella",1,""
"Brevundimonas",0.87975591613907,0.160766732163941,5.47225103289368,4.44354777229881e-08,4.80948700060578e-07,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,""
"Citrobacter",-0.646184290719854,0.123122899451994,-5.248286822321,1.53520151026749e-07,1.56931709938455e-06,TRUE,"Citrobacter","Citrobacter","Citrobacter",1,""
"Gardnerella",-1.27987951135341,0.244484151461703,-5.23502036308434,1.64966675443156e-07,1.59757201481793e-06,TRUE,"Gardnerella","Gardnerella","Gardnerella",1,""
"Escherichia",-0.688306750440404,0.134271557189506,-5.12622900074775,2.95603030983208e-07,2.71954788504551e-06,TRUE,"Escherichia","Escherichia","Escherichia",1,""
"Actinomyces",0.93916755934903,0.186686694377512,5.03071503023067,4.88653994767748e-07,4.28153976367931e-06,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Faecalibacterium",0.742800107258551,0.151949364563472,4.8884712969515,1.01622010614392e-06,8.49929543320369e-06,TRUE,"Faecalibacterium","Faecalibacterium","Faecalibacterium",1,""
"Haemophilus",0.79435989149728,0.178846386741243,4.44157640515584,8.93022263322543e-06,7.14417810658034e-05,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Nocardioides",0.784155414459312,0.178400653954482,4.3954738790329,1.10531355659636e-05,8.47407060057207e-05,TRUE,"Nocardioides","Nocardioides","Nocardioides",1,""
"Gordonia",0.610171858015597,0.139645571110372,4.36943222161577,1.24569995093181e-05,9.16835163885814e-05,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Deinococcus",0.699602650548617,0.166414098204695,4.20398666997601,2.62254388935526e-05,0.000180873562798114,TRUE,"Deinococcus","Deinococcus","Deinococcus",1,""
"Gemella",0.683294556578461,0.162639686619752,4.2012781183967,2.65412293236363e-05,0.000180873562798114,TRUE,"Gemella","Gemella","Gemella",1,""
"Curtobacterium",0.759492444382093,0.187251240128744,4.05600755359433,4.99186456918373e-05,0.000328036814546359,TRUE,"Curtobacterium","Curtobacterium","Curtobacterium",1,""
"Janthinobacterium",0.934379033561523,0.231749302308339,4.03185262805385,5.53388860795112e-05,0.000351115690987244,TRUE,"Janthinobacterium","Janthinobacterium","Janthinobacterium",1,""
"Collinsella",0.59169336368741,0.149986940630729,3.94496588302424,7.98113410566257e-05,0.000473718927561907,TRUE,"Collinsella","Collinsella","Collinsella",1,""
"Aeromonas",-0.553382889530856,0.140135286016827,-3.94891897151734,7.8504917457346e-05,0.000473718927561907,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Brachybacterium",0.571314101224637,0.145618606963073,3.9233591993468,8.73228079286238e-05,0.000486890807844448,TRUE,"Brachybacterium","Brachybacterium","Brachybacterium",1,""
"Achromobacter",-0.745448376149052,0.189861234532301,-3.92628004334517,8.6269709048888e-05,0.000486890807844448,TRUE,"Achromobacter","Achromobacter","Achromobacter",1,""
"Rothia",0.702820335626013,0.179836903747997,3.90809851025274,9.30253779418305e-05,0.000503431457096965,TRUE,"Rothia","Rothia","Rothia",1,""
"Shewanella",-0.619848226438849,0.159799213549623,-3.87891913026445,0.000104921625373846,0.000551587973393935,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Salinicoccus",0.451295397579344,0.11748615399686,3.8412645424703,0.000122402112532759,0.000625610797389656,TRUE,"Salinicoccus","Salinicoccus","Salinicoccus",1,""
"Marmoricola",0.760041539607149,0.207498636217719,3.66287486733007,0.000249400387830439,0.00121568623033153,TRUE,"Marmoricola","Marmoricola","Marmoricola",1,""
"Bacteroides",0.54643249207382,0.149522738700643,3.65451099158786,0.000257672624907226,0.00121568623033153,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Solibacillus",0.485451151231821,0.132660774345597,3.65934205967443,0.000252863631790503,0.00121568623033153,TRUE,"Solibacillus","Solibacillus","Solibacillus",1,""
"Oscillibacter",-0.392173145614488,0.108462340862555,-3.61575402573557,0.000299474639413629,0.00137758334130269,TRUE,"Oscillibacter","Oscillibacter","Oscillibacter",1,""
"Kocuria",0.591952459243551,0.169780522063216,3.48657462028032,0.000489248872780627,0.00219565347784476,TRUE,"Kocuria","Kocuria","Kocuria",1,""
"Stenotrophomonas",-0.619015884688132,0.181484220810684,-3.41085237010143,0.000647601451143493,0.0028371111192953,TRUE,"Stenotrophomonas","Stenotrophomonas","Stenotrophomonas",1,""
"Veillonella",0.652087552364294,0.192409589946729,3.3890595190439,0.000701327858906503,0.00300103083811155,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Erwinia",-0.403089861842777,0.121953420478984,-3.3052772137067,0.000948825031178025,0.00396781376674447,TRUE,"Erwinia","Erwinia","Erwinia",1,""
"Ruminococcus",0.465697741559887,0.143104730245578,3.2542442221212,0.00113694491817925,0.00464884144322181,TRUE,"Ruminococcus","Ruminococcus","Ruminococcus",1,""
"Mycobacterium",-1.01021320088229,0.313494845616638,-3.22242363792367,0.00127111042700044,0.00508444170800175,TRUE,"Mycobacterium","Mycobacterium","Mycobacterium",1,""
"Streptococcus",0.452807740392641,0.140939980484638,3.21276999496956,0.00131461521318819,0.00514657870694952,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Lautropia",0.550950803432845,0.171874583720672,3.20553971102697,0.00134809443672918,0.0051676953407952,TRUE,"Lautropia","Lautropia","Lautropia",1,""
