"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Curtobacterium",-1.45068649877169,0.0407816729643648,-35.5720203052803,3.7947441711151e-277,6.98232927485178e-275,TRUE,"Curtobacterium","Curtobacterium","Curtobacterium",1,"Curtobacterium
(Curtobacterium)"
"Campylobacter",-2.84486076593321,0.0876259631571963,-32.4659571596341,3.22534339209134e-231,2.96731592072404e-229,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,"Campylobacter
(Campylobacter)"
"Shigella",-3.54060100381245,0.109404617324857,-32.3624458490567,9.27087861254852e-230,5.6861388823631e-228,TRUE,"Shigella","Shigella","Shigella",1,"Shigella
(Shigella)"
"Streptomyces",-3.45248179469251,0.10675040372885,-32.341627517044,1.81929811061958e-229,8.36877130885007e-228,TRUE,"Streptomyces","Streptomyces","Streptomyces",1,""
"Parabacteroides",-1.09426391839569,0.036043641295645,-30.3594165034569,1.88725511344703e-202,6.94509881748507e-201,TRUE,"Parabacteroides","Parabacteroides","Parabacteroides",1,""
"Neisseria",-2.8453431865696,0.0953234580241306,-29.8493492110758,8.95113599490058e-196,2.74501503843618e-194,TRUE,"Neisseria","Neisseria","Neisseria",1,""
"Leuconostoc",-2.10287501175917,0.0727049822844753,-28.9233962471949,6.06538415308147e-184,1.59432954880999e-182,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Exiguobacterium",-1.99284690898367,0.069327113228109,-28.7455631165046,1.02913747065273e-181,2.36701618250127e-180,TRUE,"Exiguobacterium","Exiguobacterium","Exiguobacterium",1,""
"Leptotrichia",-1.01931050909407,0.036882855444353,-27.6364315293308,4.06287363420339e-168,8.30631942992693e-167,TRUE,"Leptotrichia","Leptotrichia","Leptotrichia",1,""
"Paenibacillus",-2.08974312562992,0.0793598444971323,-26.3325002571726,8.14335328057589e-153,1.49837700362596e-151,TRUE,"Paenibacillus","Paenibacillus","Paenibacillus",1,""
"Enterococcus",-2.67425453829199,0.101954588366373,-26.2298595986881,1.21342110805934e-151,2.0297225807538e-150,TRUE,"Enterococcus","Enterococcus","Enterococcus",1,""
"Actinobacillus",-1.01054542549768,0.0385355655857619,-26.2237081547093,1.4261951942977e-151,2.18683263125647e-150,TRUE,"Actinobacillus","Actinobacillus","Actinobacillus",1,""
"Shewanella",-2.35741764941412,0.0903683887000409,-26.0867509460535,5.15410491934429e-150,7.29504080891807e-149,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Citrobacter",-1.58617761964077,0.0632510478246785,-25.0774915861852,8.75556849071178e-139,1.15073185877926e-137,TRUE,"Citrobacter","Citrobacter","Citrobacter",1,""
"Aggregatibacter",-0.969544889338417,0.0444877165181597,-21.7935413462422,2.67169491510195e-105,3.27727909585839e-104,TRUE,"Aggregatibacter","Aggregatibacter","Aggregatibacter",1,""
"Prevotella",-1.89693455637265,0.0883296595903145,-21.4756239882606,2.63162137944497e-102,3.02636458636171e-101,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Micrococcus",-1.61795608668985,0.0771886753212287,-20.9610552319567,1.48752705391944e-97,1.61002928188927e-96,TRUE,"Micrococcus","Micrococcus","Micrococcus",1,""
"Bacillus",-2.7466304801452,0.13306239382158,-20.6416734380121,1.15976899488079e-94,1.18554163921148e-93,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Fusobacterium",-0.946596308411694,0.0461238876785815,-20.5229081080098,1.34425729465793e-93,1.30180706430031e-92,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Corynebacterium",-1.81120916243212,0.0883021466319733,-20.5114963963549,1.69983578570138e-93,1.56384892284527e-92,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,""
"Devosia",-1.04324036264584,0.0514988445546285,-20.257548915281,3.04761222454123e-91,2.6702888062647e-90,TRUE,"Devosia","Devosia","Devosia",1,""
"Blautia",-0.843340096274,0.0418734011144644,-20.1402339869326,3.27784008003658e-90,2.74146624875786e-89,TRUE,"Blautia","Blautia","Blautia",1,""
"Treponema",-0.958985482827323,0.0477119688410728,-20.099474117735,7.45797014761838e-90,5.9663761180947e-89,TRUE,"Treponema","Treponema","Treponema",1,""
"Aeromonas",-1.34143898000682,0.0668209747625842,-20.0751184006664,1.21792092761471e-89,9.33739377837945e-89,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Rickettsia",-1.62992309569585,0.0827808613673204,-19.6896126565228,2.64705877434176e-86,1.94823525791553e-85,TRUE,"Rickettsia","Rickettsia","Rickettsia",1,""
"Escherichia",-1.93812172798967,0.104905447787786,-18.4749388030859,3.28599682579242e-76,2.32547467671463e-75,TRUE,"Escherichia","Escherichia","Escherichia",1,""
"Clostridium",-2.15372282869541,0.117677927532385,-18.3018419329547,7.99979848909039e-75,5.45171452589864e-74,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Bacteroides",-0.921636852701169,0.0527392563517011,-17.4753478993915,2.20794789559046e-68,1.45093718853087e-67,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Acetivibrio",-0.63794861571474,0.0368482650196851,-17.3128535461286,3.76294846360064e-67,2.38752592173282e-66,TRUE,"Acetivibrio","Acetivibrio","Acetivibrio",1,""
"Capnocytophaga",-0.718392092849197,0.0431249583765307,-16.6583834487863,2.6303832820077e-62,1.61330174629806e-61,TRUE,"Capnocytophaga","Capnocytophaga","Capnocytophaga",1,""
"Paracoccus",-0.865006512221223,0.0524683171654,-16.4862636911795,4.60563506021135e-61,2.7336672615448e-60,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Pseudoalteromonas",-0.593058710037231,0.0364453562420112,-16.2725452894216,1.5459570959884e-59,8.88925330193327e-59,TRUE,"Pseudoalteromonas","Pseudoalteromonas","Pseudoalteromonas",1,""
"Hydrogenophaga",-1.10837509184185,0.0682093621319,-16.2496035324084,2.24813544255911e-59,1.25350582251781e-58,TRUE,"Hydrogenophaga","Hydrogenophaga","Hydrogenophaga",1,""
"Pantoea",-1.04523240584025,0.0644337814871045,-16.2218075940404,3.53632172917863e-59,1.91377411226138e-58,TRUE,"Pantoea","Pantoea","Pantoea",1,""
"Cellulomonas",-0.797315795131642,0.0491648014217851,-16.2172076785476,3.81132531182795e-59,2.00366816393241e-58,TRUE,"Cellulomonas","Cellulomonas","Cellulomonas",1,""
"Proteus",-0.629916723727308,0.039006583636919,-16.1489847352616,1.15446200934651e-58,5.90058360332662e-58,TRUE,"Proteus","Proteus","Proteus",1,""
"Streptococcus",-3.04469471162957,0.188958809426505,-16.1130074902054,2.0672035237428e-58,1.02801472532074e-57,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Lactobacillus",-2.14439289057477,0.13453476976768,-15.9393210712577,3.38006085500918e-57,1.63666104558339e-56,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Bilophila",-0.506813141362519,0.0318985104544696,-15.8883011821483,7.63693065252821e-57,3.60306471811587e-56,TRUE,"Bilophila","Bilophila","Bilophila",1,""
"Enterobacter",-2.08016879383521,0.133363260070381,-15.5977650271703,7.53874175646392e-55,3.4678212079734e-54,TRUE,"Enterobacter","Enterobacter","Enterobacter",1,""
"Staphylococcus",-1.91198552347218,0.123591248555293,-15.47023390266,5.51064564147287e-54,2.47307023910002e-53,TRUE,"Staphylococcus","Staphylococcus","Staphylococcus",1,""
"Conchiformibius",-0.389233243333718,0.0276710515446133,-14.0664420615229,6.106526362888e-45,2.67524012088427e-44,TRUE,"Conchiformibius","Conchiformibius","Conchiformibius",1,""
"Flavobacterium",-1.87757931042748,0.137467384506069,-13.6583620702014,1.79986728295853e-42,7.70175767591555e-42,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,""
