"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Rhodococcus",-0.124694229317288,0.00512781319685091,-24.3172332006684,1.28850955400373e-130,2.34508738828678e-128,TRUE,"Rhodococcus","Rhodococcus","Rhodococcus",1,"Rhodococcus
(Rhodococcus)"
"Acidovorax",-0.143290713864698,0.00595903557781965,-24.0459571005156,9.20167162249991e-128,8.37352117647492e-126,TRUE,"Acidovorax","Acidovorax","Acidovorax",1,"Acidovorax
(Acidovorax)"
"Stenotrophomonas",-0.107554310973099,0.00462810801121745,-23.2393692438493,1.82212312473255e-119,1.10542136233775e-117,TRUE,"Stenotrophomonas","Stenotrophomonas","Stenotrophomonas",1,"Stenotrophomonas
(Stenotrophomonas)"
"Methylobacterium",-0.116678381855876,0.00510705754297065,-22.8464983748757,1.58335454729979e-115,7.20426319021405e-114,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Actinomyces",-0.14906940514535,0.00656622355754311,-22.7024565702005,4.23650246194333e-114,1.54208689614737e-112,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Rothia",-0.122695958815912,0.00554519003745791,-22.1265561661725,1.75478099112419e-108,5.32283567307671e-107,TRUE,"Rothia","Rothia","Rothia",1,""
"Massilia",-0.108084319231497,0.00497314500688675,-21.7335949548672,9.87595854936374e-105,2.56774922283457e-103,TRUE,"Massilia","Massilia","Massilia",1,""
"Agrobacterium",-0.108309844163962,0.00505064046634585,-21.4447741599641,5.10936417049247e-102,1.16238034878704e-100,TRUE,"Agrobacterium","Agrobacterium","Agrobacterium",1,""
"Veillonella",-0.121594576392927,0.00574219364794945,-21.1756314481573,1.60220429100625e-99,3.24001312181265e-98,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Brevundimonas",-0.0574216375502141,0.00272878517724614,-21.0429307623854,2.65453588667571e-98,4.8312553137498e-97,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,""
"Propionibacterium",-0.318577417706557,0.0153229378684639,-20.7908836047832,5.23382438136468e-96,8.65960034007611e-95,TRUE,"Propionibacterium","Propionibacterium","Propionibacterium",1,""
"Brachybacterium",-0.103462288093425,0.00499893102216801,-20.6968825204062,3.69512858779772e-95,5.60427835815988e-94,TRUE,"Brachybacterium","Brachybacterium","Brachybacterium",1,""
"Shewanella",-0.082627069461452,0.0040520453112362,-20.3914475567017,1.99165161353832e-92,2.78831225895364e-91,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Paracoccus",-0.0781556962187811,0.00383709130605535,-20.3684744471529,3.18444240364216e-92,4.1397751247348e-91,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Sphingobium",-0.0630343813852401,0.00310817080938829,-20.2802179323104,1.92277548649237e-91,2.33296759027741e-90,TRUE,"Sphingobium","Sphingobium","Sphingobium",1,""
"Arthrobacter",-0.0647112345836971,0.00319928663664668,-20.226769881277,5.69111238710804e-91,6.4736403403354e-90,TRUE,"Arthrobacter","Arthrobacter","Arthrobacter",1,""
"Gordonia",-0.0760137790544981,0.00376168186305651,-20.2073917523515,8.42858407532658e-91,9.02354295123199e-90,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Nocardioides",-0.072255435468799,0.00364770029063555,-19.8084902025242,2.51513506459991e-87,2.54308100976213e-86,TRUE,"Nocardioides","Nocardioides","Nocardioides",1,""
"Corynebacterium",-0.212162964163512,0.0110690699771954,-19.1671897097599,6.95667722448812e-82,6.66376449924651e-81,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,""
"Klebsiella",-0.135399463400963,0.00716961776753587,-18.8851718168371,1.51045688828097e-79,1.37451576833569e-78,TRUE,"Klebsiella","Klebsiella","Klebsiella",1,""
"Novosphingobium",-0.0521073100124298,0.00278798346265362,-18.6899638073297,5.97535262762335e-78,5.17863894394023e-77,TRUE,"Novosphingobium","Novosphingobium","Novosphingobium",1,""
"Kocuria",-0.0823241170569387,0.00444499472645868,-18.520633234255,1.40771554535033e-76,1.16456467842618e-75,TRUE,"Kocuria","Kocuria","Kocuria",1,""
"Achromobacter",-0.0772945763253598,0.00434599285167276,-17.785251601509,9.19497035989458e-71,7.27602002391658e-70,TRUE,"Achromobacter","Achromobacter","Achromobacter",1,""
"Dietzia",-0.0527586913250066,0.00301549025743485,-17.4958918188932,1.53983154211014e-68,1.16770558610019e-67,TRUE,"Dietzia","Dietzia","Dietzia",1,""
"Leuconostoc",-0.0553982653150268,0.00329411646200925,-16.8173365920513,1.82166173614089e-63,1.32616974391057e-62,TRUE,"Leuconostoc","Leuconostoc","Leuconostoc",1,""
"Peptoniphilus",-0.0575047915390897,0.00344898677582202,-16.6729521673461,2.06156242721332e-62,1.44309369904933e-61,TRUE,"Peptoniphilus","Peptoniphilus","Peptoniphilus",1,""
"Fusobacterium",-0.0600589984544948,0.00369790815386665,-16.2413440127482,2.57226189946831e-59,1.73389505816012e-58,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Micrococcus",-0.0436081642507289,0.00269979764014831,-16.1523825349863,1.092587630884e-58,7.10181960074601e-58,TRUE,"Micrococcus","Micrococcus","Micrococcus",1,""
"Lactococcus",-0.0607017693239043,0.00377327453129964,-16.0872920378249,3.13241571237121e-58,1.96586089535021e-57,TRUE,"Lactococcus","Lactococcus","Lactococcus",1,""
"Rhizobium",-0.0578765277361666,0.00369023028525874,-15.683717075155,1.95472632237813e-55,1.18586730224273e-54,TRUE,"Rhizobium","Rhizobium","Rhizobium",1,""
"Aeromonas",-0.0446468982562014,0.00288412996053976,-15.4801964082942,4.7202953422789e-54,2.77127016869277e-53,TRUE,"Aeromonas","Aeromonas","Aeromonas",1,""
"Comamonas",-0.0485261137549118,0.00318291301739408,-15.2458183713236,1.75519920839298e-52,9.98269549773508e-52,TRUE,"Comamonas","Comamonas","Comamonas",1,""
"Anaerococcus",-0.0622132716661684,0.00411079882859851,-15.1341075689123,9.64806316272401e-52,5.32105301701749e-51,TRUE,"Anaerococcus","Anaerococcus","Anaerococcus",1,""
"Acinetobacter",-0.223674702741728,0.0149713856865889,-14.9401469859996,1.80576491014651e-50,9.66615334254898e-50,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Janthinobacterium",-0.041956691840674,0.00280910627014588,-14.9359574917382,1.9229205648169e-50,9.9991869370479e-50,TRUE,"Janthinobacterium","Janthinobacterium","Janthinobacterium",1,""
"Streptococcus",-0.220745908393178,0.0148731139551933,-14.8419429218519,7.84504473391904e-50,3.96610594881463e-49,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Pantoea",-0.0682510181332101,0.00478289085452832,-14.2698255530108,3.37421608090915e-46,1.65974953169045e-45,TRUE,"Pantoea","Pantoea","Pantoea",1,""
"Bifidobacterium",-0.0402281516742529,0.00284118905364679,-14.158914072479,1.64516741240155e-45,7.87948602781797e-45,TRUE,"Bifidobacterium","Bifidobacterium","Bifidobacterium",1,""
"Gemella",-0.045324314107288,0.00322966687625281,-14.0337427493064,9.68996475327862e-45,4.52198355153002e-44,TRUE,"Gemella","Gemella","Gemella",1,""
"Brevibacterium",-0.0384687865869698,0.0028133732281501,-13.6735454087848,1.46099642426817e-42,6.64753373042016e-42,TRUE,"Brevibacterium","Brevibacterium","Brevibacterium",1,""
"Deinococcus",-0.041653581639679,0.00305411901656967,-13.6384932655518,2.3639439878571e-42,1.04936050192681e-41,TRUE,"Deinococcus","Deinococcus","Deinococcus",1,""
"Porphyromonas",-0.0352043037633793,0.00259939030822312,-13.5432926913712,8.68088177421482e-42,3.76171543549309e-41,TRUE,"Porphyromonas","Porphyromonas","Porphyromonas",1,""
"Moraxella",-0.0353944465791846,0.00262925865612393,-13.4617590767442,2.62589471049905e-41,1.11142520304844e-40,TRUE,"Moraxella","Moraxella","Moraxella",1,""
"Lactobacillus",-0.15860857647872,0.0127100522169626,-12.4789870073896,9.72155743022312e-36,4.02118966431956e-35,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Finegoldia",-0.0372613958098299,0.00308290914510696,-12.0864398060414,1.24568662604783e-33,4.96410112240207e-33,TRUE,"Finegoldia","Finegoldia","Finegoldia",1,""
"Leptotrichia",-0.0452362258973315,0.00374290819030446,-12.085849718278,1.25466292104668e-33,4.96410112240207e-33,TRUE,"Leptotrichia","Leptotrichia","Leptotrichia",1,""
