"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Porphyromonas",-0.991408244034771,0.116144542747492,-8.53598645775532,1.38964639348002e-17,9.5885601150121e-16,TRUE,"Porphyromonas","Porphyromonas","Porphyromonas",1,"Porphyromonas
(Porphyromonas)"
"Prevotella",-1.21826935548924,0.17518620499542,-6.95413977100017,3.54719791912195e-12,1.22378328209707e-10,TRUE,"Prevotella","Prevotella","Prevotella",1,"Prevotella
(Prevotella)"
"Capnocytophaga",-0.600393434468405,0.0986622905448219,-6.08533849308565,1.16245453278965e-09,2.6736454254162e-08,TRUE,"Capnocytophaga","Capnocytophaga","Capnocytophaga",1,"Capnocytophaga
(Capnocytophaga)"
"Haemophilus",-0.936575439408065,0.162841186243986,-5.75146534492073,8.8473218465275e-09,1.52616301852599e-07,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Gordonia",-1.02094328041261,0.179206850804695,-5.69701033095693,1.21926542181354e-08,1.68258628210268e-07,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Gemella",-0.560676282967398,0.0993567596350514,-5.64306127763048,1.67052855818794e-08,1.92110784191613e-07,TRUE,"Gemella","Gemella","Gemella",1,""
"Actinomyces",-0.849583432999763,0.175651067539967,-4.83676783123706,1.31967416283915e-06,1.3008216747986e-05,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Campylobacter",-0.562643915286052,0.119898795389353,-4.69265694837844,2.69679496625984e-06,2.32598565839911e-05,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Bifidobacterium",-0.380238705080533,0.0974665653913822,-3.90122195804955,9.57083458671726e-05,0.000733763984981657,TRUE,"Bifidobacterium","Bifidobacterium","Bifidobacterium",1,""
"Veillonella",-0.630488025896841,0.163281433465588,-3.86135773379109,0.000112758662966103,0.000778034774466111,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Lactobacillus",0.668268150132096,0.176683790321836,3.78228330349276,0.000155396355980989,0.000974758960244384,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Streptococcus",-1.05518795607147,0.303128297789501,-3.48099456159722,0.000499555634215312,0.00287244489673804,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Agromyces",0.399191930252766,0.121402987480977,3.28815574093938,0.00100846035525279,0.00535259727018787,TRUE,"Agromyces","Agromyces","Agromyces",1,""
"Selenomonas",-0.38226252401967,0.117188038535535,-3.26195854796012,0.00110645321714151,0.00545323371305461,TRUE,"Selenomonas","Selenomonas","Selenomonas",1,""
"Devosia",-0.359616425869499,0.116647571268709,-3.08293110570719,0.00204972601980778,0.00942873969111578,TRUE,"Devosia","Devosia","Devosia",1,""
"Bacillus",-0.374202153964206,0.12483735986193,-2.99751736481829,0.00272188351672016,0.0117381226658557,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Treponema",-0.381753098120315,0.131963961188432,-2.89285873720634,0.00381752951091292,0.0154946786031171,TRUE,"Treponema","Treponema","Treponema",1,""
"Halomonas",-0.337403125687521,0.121168874397661,-2.78456928286886,0.00535988689590135,0.0205462331009552,TRUE,"Halomonas","Halomonas","Halomonas",1,""
"Mobiluncus",0.269593138219171,0.102261437205711,2.63631282315006,0.00838124255381196,0.0252813653802449,TRUE,"Mobiluncus","Mobiluncus","Mobiluncus",1,""
"Propionimicrobium",0.311440042931011,0.117817111045888,2.64341945042014,0.00820732912431434,0.0252813653802449,TRUE,"Propionimicrobium","Propionimicrobium","Propionimicrobium",1,""
"Lachnoanaerobaculum",-0.236928240022528,0.08993426916254,-2.6344600587605,0.00842712179341498,0.0252813653802449,TRUE,"Lachnoanaerobaculum","Lachnoanaerobaculum","Lachnoanaerobaculum",1,""
"Anaerococcus",0.786964957213003,0.296818054341258,2.65133790112448,0.00801735872512369,0.0252813653802449,TRUE,"Anaerococcus","Anaerococcus","Anaerococcus",1,""
"Fusobacterium",-0.722006196439356,0.273808091141062,-2.63690599291819,0.00836660142230525,0.0252813653802449,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Geobacillus",-0.190618387771166,0.074370494693976,-2.56309156683082,0.0103744683613944,0.029826596539009,TRUE,"Geobacillus","Geobacillus","Geobacillus",1,""
"Tannerella",-0.208426159844736,0.0915505496153664,-2.27662379658453,0.0228087005945568,0.0629520136409766,FALSE,"Tannerella","Tannerella","Tannerella",0,""
"Methylobacterium",-0.330223323560061,0.147146014354465,-2.24418802649031,0.0248203060969493,0.0658692738726731,FALSE,"Methylobacterium","Methylobacterium","Methylobacterium",0,""
"Leptotrichia",-0.277299399971814,0.133221454010473,-2.08149206921292,0.0373888892673218,0.0955493836831556,FALSE,"Leptotrichia","Leptotrichia","Leptotrichia",0,""
"Pseudomonas",0.250289306188396,0.133161810399407,1.87958773944027,0.0601642855092404,0.148261989290628,FALSE,"Pseudomonas","Pseudomonas","Pseudomonas",0,""
"Eubacterium",0.119047278573585,0.0729713855442735,1.63142412173819,0.102800858508091,0.239834287309884,FALSE,"Eubacterium","Eubacterium","Eubacterium",0,""
"Brevundimonas",-0.327657620592662,0.201701383646812,-1.62446887903558,0.104275777091254,0.239834287309884,FALSE,"Brevundimonas","Brevundimonas","Brevundimonas",0,""
"Clostridium",-0.40778680161481,0.269926216931648,-1.51073432677372,0.130856152887239,0.291260469329662,FALSE,"Clostridium","Clostridium","Clostridium",0,""
