"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Corynebacterium",-0.192906002605338,0.00869431431979982,-22.1876039339902,4.52467049700515e-109,3.0767759379635e-107,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,"Corynebacterium
(Corynebacterium)"
"Actinomyces",-0.11533091765023,0.0060649695568533,-19.0159103964353,1.25931683570292e-80,4.28167724138991e-79,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,"Actinomyces
(Actinomyces)"
"Methylobacterium",-0.0838104354337227,0.0049683368578019,-16.8689116363181,7.61872077913925e-64,1.72691004327156e-62,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,"Methylobacterium
(Methylobacterium)"
"Veillonella",-0.0885945023368633,0.00537931916045424,-16.4694638288356,6.08069242932391e-61,1.03371771298506e-59,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Streptococcus",-0.212382914830293,0.0142424364655975,-14.9119790945393,2.75465053595939e-50,3.74632472890477e-49,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Staphylococcus",-0.229894207961526,0.0168326116132608,-13.6576672261846,1.81712115053472e-42,2.05940397060602e-41,TRUE,"Staphylococcus","Staphylococcus","Staphylococcus",1,""
"Acinetobacter",-0.209697078849381,0.0165727493275722,-12.6531256042416,1.07510955565149e-36,1.04439213977574e-35,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Campylobacter",-0.0490053692397914,0.00390104042028844,-12.5621280376705,3.41035207790037e-36,2.89879926621531e-35,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Mogibacterium",0.0525812318441029,0.00441331620028508,11.9142226520516,9.97925376159888e-33,7.53988061987471e-32,TRUE,"Mogibacterium","Mogibacterium","Mogibacterium",1,""
"Shewanella",-0.0506742860387158,0.0043184881352391,-11.7342654308138,8.50616015082105e-32,5.78418890255831e-31,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Solobacterium",0.0505732491179284,0.00436092978180069,11.5968959942864,4.27296727734817e-31,2.64147068054251e-30,TRUE,"Solobacterium","Solobacterium","Solobacterium",1,""
"Catonella",0.0494926821002656,0.00431468145058072,11.4707615538116,1.85023753833967e-30,1.04846793839248e-29,TRUE,"Catonella","Catonella","Catonella",1,""
"Paracoccus",-0.0463230854137952,0.00407636595416003,-11.3638191307435,6.33148625347753e-30,3.31185434797286e-29,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Eikenella",0.0480779178787505,0.00428027732838644,11.2324305623614,2.82596036684664e-29,1.37260932103979e-28,TRUE,"Eikenella","Eikenella","Eikenella",1,""
"Myroides",0.0481599801789926,0.00432777538191997,11.1281145459141,9.15514976320765e-29,4.1503345593208e-28,TRUE,"Myroides","Myroides","Myroides",1,""
"Gordonia",-0.0442387344106596,0.00398632277242165,-11.0976298047699,1.28814724478159e-28,5.47462579032175e-28,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Roseburia",0.0472758628362715,0.00428145818977395,11.0420003514661,2.39637979651152e-28,9.58551918604608e-28,TRUE,"Roseburia","Roseburia","Roseburia",1,""
"Tannerella",0.047310517973139,0.00430227552161207,10.9966267235743,3.96695134402834e-28,1.4986260632996e-27,TRUE,"Tannerella","Tannerella","Tannerella",1,""
"Mobiluncus",0.047428492745699,0.00434452064042368,10.9168528984302,9.57564808527756e-28,3.42707405157302e-27,TRUE,"Mobiluncus","Mobiluncus","Mobiluncus",1,""
"Peptostreptococcus",0.0468243177758678,0.00432133666013204,10.8356097796919,2.33405157679811e-27,7.93577536111357e-27,TRUE,"Peptostreptococcus","Peptostreptococcus","Peptostreptococcus",1,""
"Propionimicrobium",0.0456351064212617,0.00425169891093756,10.7333814969505,7.09513221335249e-27,2.19304086594532e-26,TRUE,"Propionimicrobium","Propionimicrobium","Propionimicrobium",1,""
"Lysinibacillus",0.0459539697637468,0.00428084328126468,10.7347937647862,6.98748128762393e-27,2.19304086594532e-26,TRUE,"Lysinibacillus","Lysinibacillus","Lysinibacillus",1,""
"Morganella",0.0452073166265278,0.00426774101406636,10.5927975660955,3.21827308888657e-26,9.5148943497516e-26,TRUE,"Morganella","Morganella","Morganella",1,""
"Oribacterium",0.0433869068705383,0.00414670724241759,10.4629780532187,1.27775310244951e-25,3.62030045694028e-25,TRUE,"Oribacterium","Oribacterium","Oribacterium",1,""
"Nocardioides",-0.0405814000591676,0.00395470757810621,-10.2615425433303,1.05015612699921e-24,2.85642466543786e-24,TRUE,"Nocardioides","Nocardioides","Nocardioides",1,""
"Dialister",0.0433854985230964,0.00423615474138097,10.2417171165359,1.28927558514072e-24,3.37195153036805e-24,TRUE,"Dialister","Dialister","Dialister",1,""
"Agromyces",0.0406017525153221,0.00413066783476358,9.82934337484582,8.41657418061233e-23,2.06536653746987e-22,TRUE,"Agromyces","Agromyces","Agromyces",1,""
"Parvimonas",0.0403860233617776,0.00410915771323514,9.82829722784763,8.50445044840534e-23,2.06536653746987e-22,TRUE,"Parvimonas","Parvimonas","Parvimonas",1,""
"Eubacterium",0.0394505261193402,0.00408184495077437,9.66487620061512,4.25133621118347e-22,9.9686504262233e-22,TRUE,"Eubacterium","Eubacterium","Eubacterium",1,""
"Alcanivorax",0.0391581145655159,0.00406323088390517,9.63718668329303,5.56933844467884e-22,1.26238338079387e-21,TRUE,"Alcanivorax","Alcanivorax","Alcanivorax",1,""
"Lachnoanaerobaculum",0.0388085970615727,0.00403667654948489,9.61399720434005,6.97860113005375e-22,1.53078992530211e-21,TRUE,"Lachnoanaerobaculum","Lachnoanaerobaculum","Lachnoanaerobaculum",1,""
"Bacteroides",-0.0362237834433963,0.00377733212756934,-9.58977982873478,8.82731783885509e-22,1.87580504075671e-21,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Lactobacillus",-0.141757604430208,0.0148784131886809,-9.52773677088453,1.60749419373972e-21,3.31241227800913e-21,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Arcobacter",0.0371467520461449,0.0041779772650339,8.8910852524334,6.05149248558316e-19,1.21029849711663e-18,TRUE,"Arcobacter","Arcobacter","Arcobacter",1,""
"Parabacteroides",0.0370457252469469,0.0042845701192407,8.64631088206162,5.31910785903896e-18,1.03342666975614e-17,TRUE,"Parabacteroides","Parabacteroides","Parabacteroides",1,""
"Halomonas",0.0331865188066055,0.00396510977583244,8.36963430593501,5.7797319239663e-17,1.09172714119364e-16,TRUE,"Halomonas","Halomonas","Halomonas",1,""
"Ruminococcus",0.0320633870668325,0.00397737733697987,8.06143957444559,7.54011630909874e-16,1.38575110545598e-15,TRUE,"Ruminococcus","Ruminococcus","Ruminococcus",1,""
"Pseudoalteromonas",0.0303919976741086,0.00388761289949197,7.81765017758844,5.38185042241459e-15,9.63067970326822e-15,TRUE,"Pseudoalteromonas","Pseudoalteromonas","Pseudoalteromonas",1,""
"Brevundimonas",-0.0261462752618608,0.00338287056035234,-7.72902030846181,1.08377385589758e-14,1.88965697951372e-14,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,""
"Selenomonas",0.0298333584922599,0.00390095585922379,7.647704708506,2.04598379772731e-14,3.47817245613642e-14,TRUE,"Selenomonas","Selenomonas","Selenomonas",1,""
"Blautia",0.0295930018631933,0.00389570635071388,7.59631224714114,3.04688831420499e-14,5.05337574063267e-14,TRUE,"Blautia","Blautia","Blautia",1,""
"Fusobacterium",-0.0287127544600933,0.00399332165437226,-7.19019326396006,6.46996740625021e-13,1.04751853244051e-12,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Aggregatibacter",0.028073459281724,0.00395928892567187,7.09053060000164,1.33598771064431e-12,2.11272475171659e-12,TRUE,"Aggregatibacter","Aggregatibacter","Aggregatibacter",1,""
"Anaerococcus",-0.0308091294295162,0.00434874716029643,-7.08459891869551,1.39447576472245e-12,2.15509890911651e-12,TRUE,"Anaerococcus","Anaerococcus","Anaerococcus",1,""
"Lactococcus",-0.0293382502209848,0.00414518524514979,-7.07766926829459,1.46599077966138e-12,2.21527495593275e-12,TRUE,"Lactococcus","Lactococcus","Lactococcus",1,""
"Peptoniphilus",-0.0262271944043086,0.00384379090654437,-6.82326251400787,8.89958100932982e-12,1.3155902361618e-11,TRUE,"Peptoniphilus","Peptoniphilus","Peptoniphilus",1,""
"Escherichia",-0.2920704410414,0.0436046214030849,-6.69815335263379,2.11069708767654e-11,3.05377450982989e-11,TRUE,"Escherichia","Escherichia","Escherichia",1,""
"Prevotella",-0.108309834202551,0.0195997420816409,-5.52608466741024,3.27456150479586e-08,4.63896213179413e-08,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Pseudomonas",-0.194842949026191,0.0423556281478958,-4.60016667314779,4.22153028509641e-06,5.85845019156236e-06,TRUE,"Pseudomonas","Pseudomonas","Pseudomonas",1,""
