"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Prevotella",-1.3551490994582,0.158945342260974,-8.52588116255184,1.51650895870011e-17,1.04639118150308e-15,TRUE,"Prevotella","Prevotella","Prevotella",1,"Prevotella
(Prevotella)"
"Veillonella",-0.849293881139139,0.132121752186754,-6.42811548501616,1.29195576223352e-10,3.36381728619696e-09,TRUE,"Veillonella","Veillonella","Veillonella",1,"Veillonella
(Veillonella)"
"Brevundimonas",0.898067576106449,0.140120898570468,6.40923363515833,1.46252925486825e-10,3.36381728619696e-09,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,"Brevundimonas
(Brevundimonas)"
"Fusobacterium",-0.880920175524223,0.148435704584658,-5.93469191249605,2.94397790467633e-09,5.07836188556667e-08,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Campylobacter",-0.624662171786944,0.109455171133561,-5.707013796769,1.14975465852246e-08,1.58666142876099e-07,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Gemella",-0.543069346020203,0.0998018090541959,-5.4414779768701,5.28403264399578e-08,6.07663754059515e-07,TRUE,"Gemella","Gemella","Gemella",1,""
"Leptotrichia",-0.452304842974644,0.099751465049772,-4.53431779421948,5.77899637635959e-06,5.69643928526874e-05,TRUE,"Leptotrichia","Leptotrichia","Leptotrichia",1,""
"Clostridium",-0.616394379547557,0.143411040208204,-4.29809572995689,1.72271762112568e-05,0.00014858439482209,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Gordonia",-0.787490689293277,0.198512049887357,-3.96696668912606,7.27931617699061e-05,0.000502272816212352,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Paracoccus",-0.549005461813621,0.137570711740882,-3.9907147013071,6.58744845710546e-05,0.000502272816212352,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Selenomonas",-0.364254839687797,0.0932559595095483,-3.90596849363286,9.38487402165047e-05,0.000588687552267166,TRUE,"Selenomonas","Selenomonas","Selenomonas",1,""
"Lactobacillus",-0.534881672176748,0.159791245106268,-3.34737783550676,0.000815799357788435,0.0046908463072835,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Bacteroides",-0.446385360595679,0.137687464129358,-3.24201889706021,0.00118686152303838,0.00629949577612679,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Propionimicrobium",0.258882741038321,0.081225440980559,3.18721250279557,0.00143651190442575,0.00707995152895547,TRUE,"Propionimicrobium","Propionimicrobium","Propionimicrobium",1,""
"Lysinibacillus",0.374070080994966,0.119814893397656,3.12206663451644,0.00179586286324977,0.00826096917094892,TRUE,"Lysinibacillus","Lysinibacillus","Lysinibacillus",1,""
"Parvimonas",-0.277566475394452,0.0938928400537327,-2.95620491653684,0.00311450092612178,0.0134312852439002,TRUE,"Parvimonas","Parvimonas","Parvimonas",1,""
"Mobiluncus",0.215305573186811,0.0783654912712948,2.74745388172763,0.00600599548539701,0.0240029378903321,TRUE,"Mobiluncus","Mobiluncus","Mobiluncus",1,""
"Peptostreptococcus",-0.238744611471702,0.0873320737866283,-2.73375635227681,0.00626163597139099,0.0240029378903321,TRUE,"Peptostreptococcus","Peptostreptococcus","Peptostreptococcus",1,""
"Flavobacterium",0.324834211372651,0.12178153413391,2.66735194036449,0.00764515665956024,0.0277639899741924,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,""
"Atopobium",-0.247407302380328,0.094930434913316,-2.60619581703427,0.00915541038167528,0.0315861658167797,TRUE,"Atopobium","Atopobium","Atopobium",1,""
"Myroides",0.199192443449081,0.0775176557543026,2.56963967125676,0.0101804343872229,0.0334499987008752,TRUE,"Myroides","Myroides","Myroides",1,""
"Corynebacterium",-0.4335642559951,0.173192263421966,-2.50336965074914,0.0123016985424129,0.0385825999739314,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,""
"Actinomyces",-0.332129286488751,0.137026787239036,-2.42382743681619,0.0153579012457745,0.0389998636947601,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Lactococcus",0.373251853703301,0.153235134352202,2.43581118182338,0.0148584382657837,0.0389998636947601,TRUE,"Lactococcus","Lactococcus","Lactococcus",1,""
"Lachnoanaerobaculum",-0.227397277138313,0.0931663116898686,-2.44076719378214,0.0146560995138764,0.0389998636947601,TRUE,"Lachnoanaerobaculum","Lachnoanaerobaculum","Lachnoanaerobaculum",1,""
"Solobacterium",-0.224676319501224,0.0905575441415482,-2.48103370769461,0.0131001984221388,0.0389998636947601,TRUE,"Solobacterium","Solobacterium","Solobacterium",1,""
"Pseudoalteromonas",0.197840118700344,0.0819925709049269,2.41290298031691,0.0158260316442505,0.0389998636947601,TRUE,"Pseudoalteromonas","Pseudoalteromonas","Pseudoalteromonas",1,""
"Treponema",-0.276186713205875,0.112936152078899,-2.44551198284962,0.0144646641854852,0.0389998636947601,TRUE,"Treponema","Treponema","Treponema",1,""
"Methylobacterium",-0.265459855232482,0.11343010380443,-2.34029456316265,0.0192685359071832,0.0458458268136428,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Arcobacter",0.19967341167339,0.086918943629025,2.2972369812225,0.0216052545624772,0.0496920854936977,TRUE,"Arcobacter","Arcobacter","Arcobacter",1,""
"Morganella",0.170138201887875,0.0788727700163497,2.15712218364597,0.0309961455602422,0.0689914207631198,FALSE,"Morganella","Morganella","Morganella",0,""
"Haemophilus",-0.310814693918021,0.146281077499475,-2.12477717030171,0.0336052106486498,0.0724612354611511,FALSE,"Haemophilus","Haemophilus","Haemophilus",0,""
