"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Acinetobacter",-0.242250641273298,0.00978074163888081,-24.7681259987783,1.97779455659919e-135,1.34490029848745e-133,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,"Acinetobacter
(Acinetobacter)"
"Clostridium",-0.0979226948327573,0.00482626313547183,-20.289547437447,1.59052488107971e-91,5.407784595671e-90,TRUE,"Clostridium","Clostridium","Clostridium",1,"Clostridium
(Clostridium)"
"Actinomyces",-0.12105894837754,0.00624224569630869,-19.3934930259357,8.75821063344694e-84,1.98519441024797e-82,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,"Actinomyces
(Actinomyces)"
"Methylobacterium",-0.0897260632645567,0.0051967624461107,-17.2657619421701,8.5172188854639e-67,1.44792721052886e-65,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Veillonella",-0.0944816573452339,0.00558650063879422,-16.9124937870994,3.63974221570009e-64,4.95004941335212e-63,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Haemophilus",-0.0760689821828912,0.00454242853449775,-16.7463244837383,6.02347453334243e-63,6.82660447112143e-62,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Corynebacterium",-0.185920187084666,0.0146546277688548,-12.6867901400948,6.99961040116154e-37,6.79962153255693e-36,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,""
"Shewanella",-0.0567871267676812,0.00458705050313668,-12.3798782526701,3.35851882366306e-35,2.8547410001136e-34,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Paracoccus",-0.052461822721007,0.00436261990631308,-12.0253021917152,2.61629129934844e-33,1.97675342617437e-32,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Gordonia",-0.0503898769281795,0.00427960633593109,-11.7744187134952,5.28803601062496e-32,3.59586448722497e-31,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Nocardioides",-0.0467543095447894,0.00425051587866236,-10.9996788341614,3.83495306494441e-28,2.37069825832927e-27,TRUE,"Nocardioides","Nocardioides","Nocardioides",1,""
"Bacteroides",-0.0424226276926355,0.00408798661109675,-10.3773890984575,3.14251932617028e-25,1.78076095149649e-24,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Mogibacterium",0.0458538562249475,0.00467593081887565,9.80635899056635,1.05714290893435e-22,5.52967060057967e-22,TRUE,"Mogibacterium","Mogibacterium","Mogibacterium",1,""
"Solobacterium",0.0438578241961248,0.00462708054991932,9.47850890490539,2.57942464902824e-21,1.25286340095657e-20,TRUE,"Solobacterium","Solobacterium","Solobacterium",1,""
"Catonella",0.0427836882743211,0.00458402303743885,9.33321842514667,1.02703892829924e-20,4.65590980828988e-20,TRUE,"Catonella","Catonella","Catonella",1,""
"Eikenella",0.0413773441546398,0.0045520213855902,9.08988351540334,9.91452202958057e-20,4.21367186257174e-19,TRUE,"Eikenella","Eikenella","Eikenella",1,""
"Rhizobium",-0.0351424050304235,0.00388491093328974,-9.04587148428262,1.48476029167209e-19,5.93904116668838e-19,TRUE,"Rhizobium","Rhizobium","Rhizobium",1,""
"Myroides",0.0414589180534128,0.00459618561779526,9.02028801728425,1.87595436490841e-19,7.08693871187622e-19,TRUE,"Myroides","Myroides","Myroides",1,""
"Streptococcus",-0.201317249480614,0.0224551122773557,-8.96531921078956,3.09383421130652e-19,1.10726698088865e-18,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Roseburia",0.0405800626179032,0.00455310780082997,8.91260747450479,4.98462006375336e-19,1.69477082167614e-18,TRUE,"Roseburia","Roseburia","Roseburia",1,""
"Tannerella",0.0406145115014764,0.00457245717844892,8.88242577599245,6.54178957222855e-19,2.11829376624543e-18,TRUE,"Tannerella","Tannerella","Tannerella",1,""
"Mobiluncus",0.0407317841361225,0.00461175984458101,8.83215638038564,1.02676757510639e-18,3.17364523214701e-18,TRUE,"Mobiluncus","Mobiluncus","Mobiluncus",1,""
"Peptostreptococcus",0.0401312049702387,0.0045901776244721,8.74284357892446,2.27315304986343e-18,6.72062640829187e-18,TRUE,"Peptostreptococcus","Peptostreptococcus","Peptostreptococcus",1,""
"Brevundimonas",-0.0324050967453512,0.00373104819137543,-8.68525279846499,3.77901006941859e-18,1.0707195196686e-17,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,""
