"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Gordonia",1.2530642550197,0.126086296650829,9.9381478265621,2.84059482492075e-23,1.96001042919532e-21,TRUE,"Gordonia","Gordonia","Gordonia",1,"Gordonia
(Gordonia)"
"Bacillus",0.460324031274472,0.126387521021166,3.64216362149696,0.000270356134163784,0.00932728662865056,TRUE,"Bacillus","Bacillus","Bacillus",1,"Bacillus
(Bacillus)"
"Brevundimonas",-0.632244821376425,0.194565089809807,-3.24952858703718,0.00115596459004819,0.0265871855711083,TRUE,"Brevundimonas","Brevundimonas","Brevundimonas",1,"Brevundimonas
(Brevundimonas)"
"Alcanivorax",-0.19234129827014,0.0855586878712976,-2.24806273980581,0.0245721895668277,0.423870270027778,FALSE,"Alcanivorax","Alcanivorax","Alcanivorax",0,""
"Devosia",-0.367842468733661,0.183935367839072,-1.99984632132029,0.0455168609676787,0.628132681353967,FALSE,"Devosia","Devosia","Devosia",0,""
"Actinomyces",0.397321687932035,0.27531539136352,1.44315102023272,0.148977933604261,0.874545955462868,FALSE,"Actinomyces","Actinomyces","Actinomyces",0,""
"Mobiluncus",0.0700393508078292,0.0760850623058905,0.920540099267379,0.357290588272658,0.874545955462868,FALSE,"Mobiluncus","Mobiluncus","Mobiluncus",0,""
"Corynebacterium",0.14672852260845,0.12683975933497,1.1568022785423,0.247353150719131,0.874545955462868,FALSE,"Corynebacterium","Corynebacterium","Corynebacterium",0,""
"Mycobacterium",0.418151174279932,0.333541192734095,1.25367176045716,0.209961336308655,0.874545955462868,FALSE,"Mycobacterium","Mycobacterium","Mycobacterium",0,""
"Atopobium",0.119469259570872,0.122177472069394,0.977833781853141,0.32815654000665,0.874545955462868,FALSE,"Atopobium","Atopobium","Atopobium",0,""
"Porphyromonas",0.365873318025753,0.439709588884056,0.83207946170632,0.405364093824507,0.874545955462868,FALSE,"Porphyromonas","Porphyromonas","Porphyromonas",0,""
"Hymenobacter",-0.170418600687216,0.131401655001027,-1.29692887571229,0.19465566001068,0.874545955462868,FALSE,"Hymenobacter","Hymenobacter","Hymenobacter",0,""
"Flavobacterium",0.240613504223398,0.194141015471574,1.23937491332752,0.215206687420255,0.874545955462868,FALSE,"Flavobacterium","Flavobacterium","Flavobacterium",0,""
"Staphylococcus",0.298739299559279,0.331143268442799,0.902145168053998,0.36697975771456,0.874545955462868,FALSE,"Staphylococcus","Staphylococcus","Staphylococcus",0,""
"Lactococcus",0.129460643296258,0.159938188321178,0.809441726551783,0.418261109134415,0.874545955462868,FALSE,"Lactococcus","Lactococcus","Lactococcus",0,""
"Streptococcus",0.372496733735102,0.357335594087125,1.04242829401507,0.297213154273351,0.874545955462868,FALSE,"Streptococcus","Streptococcus","Streptococcus",0,""
"Clostridium",0.292118630650486,0.28917951917192,1.01016362253794,0.312416904602826,0.874545955462868,FALSE,"Clostridium","Clostridium","Clostridium",0,""
"Blautia",0.112316975246135,0.09562714439934,1.17453026493291,0.240182696806946,0.874545955462868,FALSE,"Blautia","Blautia","Blautia",0,""
"Roseburia",-0.122785485545724,0.0966172110957208,-1.27084485417487,0.203783848034597,0.874545955462868,FALSE,"Roseburia","Roseburia","Roseburia",0,""
"Ruminococcus",-0.0705518018365124,0.0801759632899302,-0.879962010327021,0.378879889964849,0.874545955462868,FALSE,"Ruminococcus","Ruminococcus","Ruminococcus",0,""
