"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Streptococcus",2.11912471528392,0.116184343888327,18.2393310868181,2.51517473665714e-74,1.66001532619371e-72,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,"Streptococcus
(Streptococcus)"
"Campylobacter",2.065031404453,0.114028089723624,18.1098482791225,2.66481864499706e-73,8.7939015284903e-72,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,"Campylobacter
(Campylobacter)"
"Flavobacterium",1.71898593715213,0.102583197016095,16.7569932226077,5.03449270617048e-63,1.10758839535751e-61,TRUE,"Flavobacterium","Flavobacterium","Flavobacterium",1,"Flavobacterium
(Flavobacterium)"
"Prevotella",1.75222074740657,0.110862649039179,15.8053299519059,2.85889564983682e-56,4.71717782223075e-55,TRUE,"Prevotella","Prevotella","Prevotella",1,""
"Clostridium",1.85253952093141,0.118099288052569,15.6862886430508,1.87714593015039e-55,2.47783262779851e-54,TRUE,"Clostridium","Clostridium","Clostridium",1,""
"Lactobacillus",1.56292229127336,0.107630634517834,14.5211658211899,8.89838657361228e-48,9.78822523097351e-47,TRUE,"Lactobacillus","Lactobacillus","Lactobacillus",1,""
"Escherichia",1.50602024989424,0.104833368088993,14.3658481774216,8.47625908965727e-47,7.99190142739114e-46,TRUE,"Escherichia","Escherichia","Escherichia",1,""
"Bacillus",1.85335631418846,0.12926135869171,14.3380537923072,1.26554901507109e-46,1.04407793743365e-45,TRUE,"Bacillus","Bacillus","Bacillus",1,""
"Haemophilus",1.62428147261779,0.113433432637222,14.3192481692104,1.65908327625083e-46,1.21666106925061e-45,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Enterobacter",1.43487585468471,0.107012262848739,13.4085180192189,5.39052482915857e-41,3.55774638724466e-40,TRUE,"Enterobacter","Enterobacter","Enterobacter",1,""
"Acinetobacter",1.58180711121694,0.123545406945848,12.8034473342281,1.56831364243274e-37,9.40988185459643e-37,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Staphylococcus",1.18998808088189,0.0936852046321961,12.7019851806241,5.76485603651533e-37,3.17067082008343e-36,TRUE,"Staphylococcus","Staphylococcus","Staphylococcus",1,""
"Shewanella",1.48400523285642,0.138641762772072,10.7038831819827,9.76004149363307e-27,4.95509798907525e-26,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Corynebacterium",1.40428757357971,0.154599982034873,9.08336181606377,1.05271968339792e-19,4.96282136459019e-19,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,""
"Leptotrichia",0.931477311300631,0.105010633066907,8.87031421577227,7.29397965263196e-19,3.20935104715806e-18,TRUE,"Leptotrichia","Leptotrichia","Leptotrichia",1,""
"Mycobacterium",0.689635760588541,0.0852018487004782,8.09414080923189,5.76699483681773e-16,2.37888537018731e-15,TRUE,"Mycobacterium","Mycobacterium","Mycobacterium",1,""
"Parabacteroides",0.857120161284473,0.1110048771505,7.72146398686961,1.15001096974161e-14,4.46474847076155e-14,TRUE,"Parabacteroides","Parabacteroides","Parabacteroides",1,""
"Devosia",1.06608107627856,0.151684099791655,7.0282981389801,2.09067805558577e-12,7.66581953714782e-12,TRUE,"Devosia","Devosia","Devosia",1,""
"Rhizobium",1.43853247790071,0.209252186061781,6.87463536211749,6.21486209228438e-12,2.15884683205668e-11,TRUE,"Rhizobium","Rhizobium","Rhizobium",1,""
"Treponema",0.649227869048165,0.0952048225099475,6.81927503179086,9.15010785894886e-12,3.01953559345312e-11,TRUE,"Treponema","Treponema","Treponema",1,""
"Aggregatibacter",0.729644696028878,0.117687328958706,6.19985772882054,5.65142240088178e-10,1.77616132599142e-09,TRUE,"Aggregatibacter","Aggregatibacter","Aggregatibacter",1,""
"Pseudomonas",1.89783593220799,0.310872895174995,6.10486138117532,1.02889939473516e-09,3.08669818420548e-09,TRUE,"Pseudomonas","Pseudomonas","Pseudomonas",1,""
"Methylobacterium",1.17907203996988,0.225100626228059,5.23797760906853,1.62345752716135e-07,4.65861725185431e-07,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Blautia",0.400122885000727,0.0778627233988978,5.13882468444959,2.76462176607214e-07,7.60270985669838e-07,TRUE,"Blautia","Blautia","Blautia",1,""
"Porphyromonas",0.7342858851345,0.145227728610462,5.05609976937699,4.2791752970212e-07,1.1297022784136e-06,TRUE,"Porphyromonas","Porphyromonas","Porphyromonas",1,""
"Bacteroides",1.00973263924269,0.233180645625875,4.3302592139776,1.4893392030922e-05,3.64060694089204e-05,TRUE,"Bacteroides","Bacteroides","Bacteroides",1,""
"Capnocytophaga",0.573761215307032,0.132356643315559,4.33496348150123,1.45784321944642e-05,3.64060694089204e-05,TRUE,"Capnocytophaga","Capnocytophaga","Capnocytophaga",1,""
"Paracoccus",0.740873725415258,0.179951449778336,4.11707561304932,3.8371021194082e-05,9.04459785289075e-05,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Fusobacterium",1.18259618478611,0.297182794211851,3.97935616670687,6.91021516856241e-05,0.000157266965905213,TRUE,"Fusobacterium","Fusobacterium","Fusobacterium",1,""
"Geobacillus",1.31588550343814,0.349510136755433,3.76494231513211,0.000166587535925417,0.000366492579035917,TRUE,"Geobacillus","Geobacillus","Geobacillus",1,""
"Actinomyces",0.618197829560613,0.220225406053063,2.8071140412004,0.00499875416220093,0.01064250886146,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,""
"Hymenobacter",-0.197944910079585,0.0840514006637624,-2.35504594232094,0.0185204157494564,0.0381983574832538,TRUE,"Hymenobacter","Hymenobacter","Hymenobacter",1,""
"Veillonella",0.328607129040895,0.142467510430698,2.30654082497456,0.0210804317052885,0.042160863410577,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Roseburia",-0.191377454638103,0.0840101758382881,-2.27802706908371,0.0227249648690364,0.0441131670987176,TRUE,"Roseburia","Roseburia","Roseburia",1,""
"Aerococcus",0.216326460325176,0.0985681766489788,2.1946886680836,0.0281859381579453,0.0531506262406968,FALSE,"Aerococcus","Aerococcus","Aerococcus",0,""
"Dialister",-0.160874565525727,0.080607977619224,-1.99576481481357,0.0459595283335022,0.0842591352780873,FALSE,"Dialister","Dialister","Dialister",0,""
"Parvimonas",0.197951023297182,0.100924992689851,1.96136772489544,0.0498361421605357,0.088896902232307,FALSE,"Parvimonas","Parvimonas","Parvimonas",0,""
"Pseudoalteromonas",0.262222990758169,0.135388284567762,1.93682187196136,0.0527671213444261,0.0916481581245295,FALSE,"Pseudoalteromonas","Pseudoalteromonas","Pseudoalteromonas",0,""
"Brevundimonas",0.393653660461733,0.204759257833764,1.92251947299655,0.0545404257325512,0.0922991820089329,FALSE,"Brevundimonas","Brevundimonas","Brevundimonas",0,""
"Gemella",0.221805940785973,0.117290364346779,1.89108408027606,0.0586131212800296,0.0967116501120488,FALSE,"Gemella","Gemella","Gemella",0,""
"Eikenella",-0.163109770129286,0.0904678605280276,-1.80295819064664,0.071394781052126,0.114928184132691,FALSE,"Eikenella","Eikenella","Eikenella",0,""
