"","beta","se","W","p_val","q_val","diff_abn","genus","species","OGUs","diff_name_flag","diff_label"
"Prevotella",-0.172796269029086,0.00623248223440987,-27.7251121671986,3.47825843334243e-169,2.36521573467285e-167,TRUE,"Prevotella","Prevotella","Prevotella",1,"Prevotella
(Prevotella)"
"Corynebacterium",-0.195205603807284,0.00905060037831423,-21.5682491379255,3.56950621734489e-103,1.21363211389726e-101,TRUE,"Corynebacterium","Corynebacterium","Corynebacterium",1,"Corynebacterium
(Corynebacterium)"
"Actinomyces",-0.118305796563477,0.00661480284021007,-17.8850072211252,1.5433319025508e-71,3.49821897911514e-70,TRUE,"Actinomyces","Actinomyces","Actinomyces",1,"Actinomyces
(Actinomyces)"
"Methylobacterium",-0.0870596946986328,0.00564449786004639,-15.423815697561,1.1321292876605e-53,1.92461978902284e-52,TRUE,"Methylobacterium","Methylobacterium","Methylobacterium",1,""
"Veillonella",-0.0918021171259607,0.00600333523869069,-15.291852524628,8.66498294880158e-53,1.17843768103701e-51,TRUE,"Veillonella","Veillonella","Veillonella",1,""
"Haemophilus",-0.073440439876889,0.00505195238573464,-14.5370411812006,7.05779502738703e-48,7.99883436437197e-47,TRUE,"Haemophilus","Haemophilus","Haemophilus",1,""
"Campylobacter",-0.0525576005923853,0.00474918253039621,-11.0666625795072,1.82055033860749e-28,1.76853461464728e-27,TRUE,"Campylobacter","Campylobacter","Campylobacter",1,""
"Acinetobacter",-0.219816314229387,0.0202575518423801,-10.851079930079,1.97082858648725e-27,1.67520429851416e-26,TRUE,"Acinetobacter","Acinetobacter","Acinetobacter",1,""
"Shewanella",-0.0542119897589262,0.00509181542913343,-10.6468882294409,1.80291311505492e-26,1.36220102026372e-25,TRUE,"Shewanella","Shewanella","Shewanella",1,""
"Paracoccus",-0.0498986655836556,0.00489172588303933,-10.2006258684006,1.96998886147185e-24,1.33959242580086e-23,TRUE,"Paracoccus","Paracoccus","Paracoccus",1,""
"Streptococcus",-0.215650943961587,0.02164438381488,-9.96336720906473,2.20466568108789e-23,1.36288423921797e-22,TRUE,"Streptococcus","Streptococcus","Streptococcus",1,""
"Gordonia",-0.0478324584958734,0.00481824341532011,-9.92736447141402,3.16510610610553e-23,1.79356012679314e-22,TRUE,"Gordonia","Gordonia","Gordonia",1,""
"Mogibacterium",0.0481447066809587,0.00517163784859841,9.30937317933169,1.2858896538356e-20,6.72619203544776e-20,TRUE,"Mogibacterium","Mogibacterium","Mogibacterium",1,""
"Nocardioides",-0.0442069606080058,0.00479255684001993,-9.22408686713081,2.85987168103961e-20,1.38908053079067e-19,TRUE,"Nocardioides","Nocardioides","Nocardioides",1,""
"Solobacterium",0.0461542030974809,0.00512774943232639,9.00086942753389,2.23937153044201e-19,1.01518176046705e-18,TRUE,"Solobacterium","Solobacterium","Solobacterium",1,""
"Catonella",0.0450830422290089,0.0050891411298612,8.85867400384678,8.09717751870034e-19,3.44130044544764e-18,TRUE,"Catonella","Catonella","Catonella",1,""
"Eikenella",0.043680593285602,0.00506048915788036,8.63169387836375,6.0449990695344e-18,2.41799962781376e-17,TRUE,"Eikenella","Eikenella","Eikenella",1,""
"Myroides",0.0437619412476988,0.00510003355726935,8.58071633378227,9.42841300383587e-18,3.56184491256022e-17,TRUE,"Myroides","Myroides","Myroides",1,""
"Roseburia",0.0428855199936916,0.00506145797153721,8.4729578384046,2.3923919107181e-17,8.56224473309634e-17,TRUE,"Roseburia","Roseburia","Roseburia",1,""
"Tannerella",0.0429198734635802,0.00507877498639215,8.45083185976499,2.89234545158757e-17,9.83397453539775e-17,TRUE,"Tannerella","Tannerella","Tannerella",1,""
"Mobiluncus",0.0430368212861282,0.00511399328658726,8.41550210849967,3.91215562479629e-17,1.26679324993404e-16,TRUE,"Mobiluncus","Mobiluncus","Mobiluncus",1,""
"Peptostreptococcus",0.0424379055550222,0.00509464469996642,8.32990484209859,8.09073601422614e-17,2.50077294985172e-16,TRUE,"Peptostreptococcus","Peptostreptococcus","Peptostreptococcus",1,""
