"","diseaseType","sampleType","datasetName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
