"","diseaseType","sampleType","datasetName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
