"","diseaseType","sampleType","datasetName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
